Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days)_USP1_2,Momentum (7 Days),EWMA Volatility,Volatility Class,Interest_Rate,Inflation,GDP,Unemployment,Industrial Production,Stock Market Performance,VIX OPEN,VIX HIGH,VIX LOW,VIX CLOSE,Normalized VWS,Normalized Volatility,Normalized EWMA Volatility,Event Flag,Volatility (7 Days)_USP3,Close
2024-08-01,UBER,,Software Application,154.243B,64.86000061035156,65.0,60.7599983215332,61.02000045776367,18967900,-3.0,0.938618470322002,11.0,-0.2727272727272727,-56903700.0,1.0,0.0,61.02000045776367,61.02000045776367,61.02000045776367,0.0481094754210066,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.2,19.48,15.95,18.59,0.0,1.0,0.7260781556368187,0.0,61.02000045776367,61.02000045776367
2024-08-02,UBER,,Software Application,154.243B,59.380001068115234,59.58000183105469,56.86000061035156,58.9900016784668,27654600,3.0,0.9129978815714518,3.0,1.0,82963800.0,1.0,-0.0332677608008538,60.005001068115234,1.435425902641234,58.9900016784668,0.0235238592571757,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.52,29.66,20.01,23.39,0.3491043355654745,0.0147673377537298,0.2429781171903865,0.0,1.435425902641234,58.9900016784668
2024-08-05,UBER,,Software Application,154.243B,55.529998779296875,58.650001525878906,54.84000015258789,58.47999954223633,32063700,0.0,0.9559854798846774,9.0,0.0,0.0,0.0,-0.0086455691086483,59.4966672261556,1.34366426075528,58.47999954223633,0.0162988679703746,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.39,65.73,23.39,38.57,0.1420296236060349,0.0132500563532601,0.101009189294911,0.0,1.34366426075528,58.47999954223633
2024-08-06,UBER,,Software Application,154.243B,62.54999923706055,65.81999969482422,60.5,64.87000274658203,53336900,1.0,0.9476355872255692,47.0,0.0212765957446808,53336900.0,0.642893647590877,0.1092681815041844,60.84000110626221,2.9020348178803412,64.87000274658203,0.0620497295887747,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,33.71,34.77,24.02,27.71,0.2751566405014692,0.0390177585517905,1.0,0.0,2.9020348178803412,64.87000274658203
2024-08-07,UBER,,Software Application,154.243B,65.55999755859375,68.4000015258789,65.48999786376953,65.54000091552734,31493600,0.0,0.9375689205001382,17.0,0.0,0.0,0.0,0.0103283203418795,61.78000106811523,3.2763324319367846,65.54000091552734,0.0516288815742544,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,24.77,29.76,21.97,27.85,0.1420296236060349,0.0452067804173088,0.7952334388159282,0.0,3.2763324319367846,65.54000091552734
2024-08-08,UBER,,Software Application,154.243B,66.5250015258789,69.16500091552734,65.94999694824219,69.01000213623047,21779100,0.0,0.9939101934432985,4.0,0.0,0.0,0.0,0.0529447844405055,62.98500124613444,4.1592831038301,69.01000213623047,0.0467318492302084,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,28.34,29.47,23.36,23.79,0.1420296236060349,0.059806395294089,0.6990082111089073,0.0,4.1592831038301,69.01000213623047
2024-08-09,UBER,,Software Application,154.243B,69.13999938964844,69.37999725341797,67.75,68.54000091552734,12770300,0.0,0.9719571471214294,4.0,0.0,0.0,0.0,-0.0068106246363434,63.77857262747629,4.338738531243739,68.54000091552734,0.0430627367515673,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.78,24.52,20.26,20.37,0.1420296236060349,0.0627736959725845,0.6269112432036049,0.0,4.338738531243739,68.54000091552734
2024-08-12,UBER,,Software Application,154.243B,68.61000061035156,69.30999755859375,68.0199966430664,69.26000213623047,10826100,1.0,0.9708836419241768,7.0,0.1428571428571428,10826100.0,0.1304918530732681,0.0105048323765051,64.95571572440011,4.576836611395742,8.240001678466797,0.0372232265543806,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.79,21.19,18.89,20.71,0.1690511864942354,0.0667106546088649,0.5121666062593645,0.0,4.576836611395742,69.26000213623047
2024-08-13,UBER,,Software Application,154.243B,69.7699966430664,71.19000244140625,69.37999725341797,71.05999755859375,15472500,0.0,0.979812316596508,8.0,0.0,0.0,0.0,0.0259889599602205,66.68000085013253,4.213964848653834,12.069995880126951,0.0324152275332815,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.06,20.79,17.95,18.12,0.1420296236060349,0.0607105595250363,0.4176908568429034,0.0,4.213964848653834,71.05999755859375
2024-08-14,UBER,,Software Application,154.243B,71.5999984741211,72.0,70.61000061035156,71.93000030517578,12337000,2.0,0.9409728199243546,8.0,0.25,24674000.0,0.4626065631860869,0.0122432138541048,68.60142953055245,2.614837601235629,13.450000762939451,0.0281838059516618,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,18.41,18.49,16.12,16.19,0.2036150553592479,0.034268944274652,0.3345446824642901,0.0,2.614837601235629,71.93000030517578
