Source,Date,Cumulative Score,Confidence,Text Count,Normalized Score
Yahoo,2024-08-01,-2,0.9092218160629273,30,-0.06666666666666667
Yahoo,2024-08-02,1,0.9398109064652369,26,0.038461538461538464
Yahoo,2024-08-03,-1,0.9632360935211182,5,-0.2
Yahoo,2024-08-04,1,0.9113676100969315,4,0.25
Yahoo,2024-08-05,-4,0.9609824811539999,82,-0.04878048780487805
Yahoo,2024-08-06,2,0.9702015484754856,52,0.038461538461538464
Yahoo,2024-08-07,0,0.9817755930125713,16,0.0
Yahoo,2024-08-08,3,0.9813493679870259,22,0.13636363636363635
Yahoo,2024-08-09,-1,0.968889037768046,24,-0.041666666666666664
Yahoo,2024-08-10,1,0.9070318788290024,4,0.25
Yahoo,2024-08-12,0,0.9531483120388455,18,0.0
Yahoo,2024-08-13,6,0.9868716411292553,16,0.375
Yahoo,2024-08-14,-4,0.9360721260309219,20,-0.2
Yahoo,2024-08-15,2,0.9112645696710657,27,0.07407407407407407
Yahoo,2024-08-16,-2,0.9654939680388479,33,-0.06060606060606061
Yahoo,2024-08-17,0,0.9999122420946757,3,0.0
Yahoo,2024-08-18,2,0.9975687742233277,5,0.4
Yahoo,2024-08-19,4,0.9666285381388309,134,0.029850746268656716
Yahoo,2024-08-20,7,0.9733176778574459,61,0.11475409836065574
Yahoo,2024-08-21,5,0.9723495552034089,33,0.15151515151515152
Yahoo,2024-08-22,1,0.9688907359775744,19,0.05263157894736842
Yahoo,2024-08-23,4,0.962174973487854,25,0.16
Yahoo,2024-08-24,-1,0.9716710150241852,2,-0.5
Yahoo,2024-08-26,3,0.969545359412829,24,0.125
Yahoo,2024-08-27,-1,0.981613020102183,3,-0.3333333333333333
Yahoo,2024-08-28,0,0.9937431613604227,6,0.0
Yahoo,2024-08-29,-6,0.9474071879540721,62,-0.0967741935483871
Yahoo,2024-08-30,1,0.9288224256955661,26,0.038461538461538464
Yahoo,2024-08-31,1,0.9779719114303589,2,0.5
Yahoo,2024-09-01,2,0.9445397973060607,5,0.4
Yahoo,2024-09-02,6,0.961540162563324,9,0.6666666666666666
Yahoo,2024-09-03,-4,0.9486248931794796,53,-0.07547169811320754
Yahoo,2024-09-04,-1,0.9340116120874882,16,-0.0625
Yahoo,2024-09-05,0,0.9579114516576132,6,0.0
Yahoo,2024-09-06,-2,0.9813682794570923,10,-0.2
Yahoo,2024-09-07,0,0.997843861579895,1,0.0
Yahoo,2024-09-09,2,0.9730260223150253,8,0.25
Yahoo,2024-09-10,0,0.9304360787976872,22,0.0
Yahoo,2024-09-11,-1,0.970903197924296,21,-0.047619047619047616
Yahoo,2024-09-12,-1,0.9424078647906964,13,-0.07692307692307693
Yahoo,2024-09-13,-1,0.9955028678689685,14,-0.07142857142857142
Yahoo,2024-09-15,1,0.9814237952232361,4,0.25
Yahoo,2024-09-16,1,0.9393572165415838,13,0.07692307692307693
Yahoo,2024-09-17,3,0.9020835328102111,25,0.12
Yahoo,2024-09-18,2,0.9568590641021728,30,0.06666666666666667
Yahoo,2024-09-19,-2,0.9320749696344137,32,-0.0625
Yahoo,2024-09-20,-1,0.9618837060751738,27,-0.037037037037037035
Yahoo,2024-09-21,-2,0.9423943410317103,12,-0.16666666666666666
Yahoo,2024-09-22,1,0.86872598528862,5,0.2
Yahoo,2024-09-23,1,0.9612937995365688,14,0.07142857142857142
Yahoo,2024-09-24,-1,0.963575029373169,10,-0.1
Yahoo,2024-09-25,0,0.9996662139892578,5,0.0
Yahoo,2024-09-26,1,0.9626174569129944,6,0.16666666666666666
Yahoo,2024-09-27,1,0.9958587288856506,2,0.5
Yahoo,2024-09-29,-1,0.9996060729026794,1,-1.0
Yahoo,2024-09-30,0,0.9501011073589325,2,0.0
Yahoo,2024-10-01,1,0.9483788758516312,4,0.25
Yahoo,2024-10-02,0,0.7923601269721985,2,0.0
Yahoo,2024-10-03,0,0.9888932108879089,3,0.0
Yahoo,2024-10-04,1,0.9387409836053848,4,0.25
Yahoo,2024-10-06,0,0.9222615361213684,1,0.0
Yahoo,2024-10-07,-1,0.8999144360423088,8,-0.125
Yahoo,2024-10-08,-1,0.9918365515768528,16,-0.0625
Yahoo,2024-10-09,-1,0.9494946276148161,24,-0.041666666666666664
Yahoo,2024-10-10,-6,0.9424557934204737,36,-0.16666666666666666
Yahoo,2024-10-11,1,0.9513900756835938,10,0.1
Yahoo,2024-10-13,1,0.9996893008550009,3,0.3333333333333333
Yahoo,2024-10-14,1,0.9998893886804581,4,0.25
Yahoo,2024-10-15,-2,0.9170605114528111,7,-0.2857142857142857
Yahoo,2024-10-16,-1,0.9373681346575419,3,-0.3333333333333333
Yahoo,2024-10-17,1,0.9462574303150177,10,0.1
Yahoo,2024-10-18,0,0.983819842338562,4,0.0
Yahoo,2024-10-21,-1,0.9659904360771179,5,-0.2
Yahoo,2024-10-22,1,0.9857120513916016,4,0.25
Yahoo,2024-10-23,1,0.9582887053489685,5,0.2
Yahoo,2024-10-24,1,0.9565487404664358,6,0.16666666666666666
Yahoo,2024-10-25,1,0.9013736446698507,3,0.3333333333333333
Yahoo,2024-10-26,0,0.999336302280426,1,0.0
Yahoo,2024-10-28,1,0.9863128364086151,4,0.25
Yahoo,2024-10-29,0,0.8438013990720113,3,0.0
Yahoo,2024-10-30,-1,0.9442132846364435,53,-0.018867924528301886
