Enhanced Linear Regression Results:
RMSE: 0.0759
MAE: 0.0433
Bidirectional_Value: 0.0007
IC: 0.1713
Sharpe_Ratio: -0.0954
MAPE: 607.9119
Directional_Accuracy_Flagged: 1.2500

Predicted_Close,Actual_Close,Predicted_Volatility,Actual_Volatility
0.059062002422839786,0.0104962110396445,0.04769070569924076,0.021505328630472987
0.05724303863506654,0.019966513163869777,0.04129027654775521,0.02656773574869999
0.05368725478069712,0.0019114815751459853,0.027410048837058998,0.002302302566131755
0.046816661062139796,0.04861454269112701,0.04019139728703561,0.03729887444204189
0.058397118041848106,0.03400008289143533,0.042295554027784496,0.030504263345327094
0.050499571629328124,0.006813585183423317,0.0318408684603578,0.011617990030971208
0.04609332634456151,0.002734144660057329,0.01967719345866408,0.0017479566851958265
0.04490494636534044,0.0022840994887247156,0.03667303365276699,0.003712032133345673
0.054402806674425805,0.13533773069446053,0.036728995563990716,0.0665145238993991
0.05362110058283696,0.008792815522572422,0.04358765205019002,0.003049447677947978
0.04822725444444184,0.4276298802977929,0.043556545951549376,0.33580527956813205
0.05309467256827875,0.023968526660232622,0.02345176581185632,0.016068842918766344
0.05058764815761789,0.011449532809500495,0.038608372518422515,0.030922761115939786
0.04588196014150692,0.004713374537704949,0.029216227426212035,0.006935305189173981
0.05912186358778665,0.021752176858513998,0.041214777772197675,0.01827312335459911
0.060048988154466944,0.07450690993625184,0.03936236060265998,0.05282989659546782
0.05166160983916859,0.0015582204183180405,0.03157580168494602,0.00665990518162401
0.057779431954638444,0.038625937480053586,0.029635959573300147,0.016788789930050913
0.049965378902801325,0.4316270591046076,0.04377804839691171,0.33536586935613427
0.04466079798204101,0.11583094165717561,0.04545401407473583,0.1716453492854116
0.05095672193862367,0.006266755766835293,0.03549483136250442,0.004022135823005601
0.04731063990091431,0.2563127318426618,0.05729420593804944,0.2582449722074761
0.04474073265883439,0.1211540548401579,0.02192127711844165,0.1156853316249717
0.0550660778414377,0.030573253462848265,0.03457989358729035,0.022097192347300388
0.062119128217099355,0.963773861353757,0.04631003776762626,0.4198276404700013
0.05294599317744877,0.004558978754672453,0.033372468537558014,0.0021055264833596972
0.04496351755370177,0.0012097983353024208,0.03612668722717745,0.0019559227149235233
0.049504059198193937,0.01652100769322109,0.026781545603413268,0.01443128203423499
0.048160647346834194,0.021597322804507713,0.028967348834678306,0.04504851141562856
0.0490834781456294,0.012552868405796745,0.046593382006752435,0.01800422849105291
0.06307012335515497,0.9855017942701781,0.040172254824517896,0.41562238636920934
0.047053428781080264,0.01942452397484779,0.020446623599768867,0.005844932454479016
0.046499387410875705,0.04730175556924055,0.06643735605374346,0.0968162543847304
0.060013714735953544,0.011589868949817577,0.042766701164526855,0.01474572633528717
0.05963417563501457,0.08096939275141482,0.03838843702019661,0.04781441186594492
0.04418502062912307,0.023387823034706098,0.02957684372577825,0.02160801428192433
0.05245373239764797,0.005579590209930189,0.040427166327254765,0.013762478665517958
0.053016296172140244,0.03132894183712082,0.042754573493090246,0.04813397516954168
0.044956208613108055,0.002056657250776875,0.04122914171471951,0.005823214698499394
0.06543534618193123,0.006068348894764373,0.04110947971009067,0.0028324561248369786
0.039714975904261374,0.08893659192570327,0.06677693967126097,0.060627332626676286
0.06250671977598535,0.10067080250259447,0.07507720907368619,0.09860242347789731
0.05528696184831598,0.044254428041120925,0.025572740902847155,0.013772955447783257
0.044959447124199824,0.1744142206513532,0.049379414042601474,0.1826739033286003
0.06337613106424964,0.02620423368020352,0.042933147890479195,0.016909105272599752
0.02411637562690007,0.012731918982618362,0.05425133504769266,0.00898709575681505
0.050551555465430865,0.004800480173834225,0.022973732920043947,0.00274919920096363
0.05929232971919182,0.12654975297657137,0.03089193058729696,0.06893072609723719
0.04447372444111382,0.038433384292807946,0.017678515032325325,0.02993319523363859
0.05758780075879569,0.00263736064555266,0.041099296634142995,0.013729042166074167
0.053831506471941494,0.06820843367252932,0.025141544466151064,0.07859444958949416
0.05408024284588662,0.24407925050012988,0.03485757177691612,0.08863191386195858
0.0581518274162282,0.03324095725410863,0.03947016041574364,0.019619178415461576
0.05514596622277578,0.033922750010734956,0.04228608868537063,0.015437218713416218
0.045998457277936375,0.18969110122137145,0.0368511726103784,0.1629070417730063
0.061634692568058536,0.002656717402303446,0.04082655491305241,0.006823974420963273
0.05234489482988305,0.20524956415295068,0.028135917352249767,0.05955363699859859
