Predicted_Close,Actual_Close,Predicted_Volatility,Actual_Volatility,Event_Flag
0.059029810808117464,0.0104962110396445,0.04768172752397594,0.021505328630472987,0.0
0.057292948991574125,0.019966513163869777,0.041316716391608645,0.02656773574869999,0.0
0.05366463738749227,0.0019114815751459853,0.027385865600498993,0.002302302566131755,0.0
0.046602378519304336,0.04861454269112701,0.0400891604521087,0.03729887444204189,0.0
0.05840396462336011,0.03400008289143533,0.04230086593241568,0.030504263345327094,0.0
0.050517826675641794,0.006813585183423317,0.03184577920899279,0.011617990030971208,0.0
0.045872261422719385,0.002734144660057329,0.019548560178923802,0.0017479566851958265,0.0
0.04473220628206212,0.0022840994887247156,0.03658956245073404,0.003712032133345673,0.0
0.054384878366983955,0.13533773069446053,0.03671751048553507,0.0665145238993991,0.0
0.05349371176288529,0.008792815522572422,0.04352826431442846,0.003049447677947978,0.0
0.047927264724078975,0.4276298802977929,0.04341301558391042,0.33580527956813205,0.0
0.053137687651866335,0.023968526660232622,0.023457524919487795,0.016068842918766344,0.0
0.050610839801244464,0.011449532809500495,0.038623649143622485,0.030922761115939786,0.0
0.045564702351442006,0.004713374537704949,0.0290493074292731,0.006935305189173981,0.0
0.05908622309435615,0.021752176858513998,0.04119690942525569,0.01827312335459911,0.0
0.060239286892969146,0.07450690993625184,0.03945608180599594,0.05282989659546782,0.0
0.05173772279160721,0.0015582204183180405,0.0316094890908449,0.00665990518162401,0.0
0.05793398682259189,0.038625937480053586,0.029702101359071507,0.016788789930050913,0.0
0.04977222574165442,0.4316270591046076,0.043688271398590516,0.33536586935613427,0.0
0.04468378183451636,0.11583094165717561,0.04548122872547046,0.1716453492854116,0.0
0.05084873548018917,0.006266755766835293,0.03543851200894308,0.004022135823005601,0.0
0.04706378723593722,0.2563127318426618,0.05719447204939897,0.2582449722074761,0.0
0.044594274001532916,0.1211540548401579,0.021834551216068785,0.1156853316249717,0.0
0.055098908988566425,0.030573253462848265,0.034591713382030376,0.022097192347300388,0.0
0.06232384837039005,0.963773861353757,0.04641761264261211,0.4198276404700013,0.0
0.05286707109018357,0.004558978754672453,0.0333268812727618,0.0021055264833596972,0.0
0.04474054378704143,0.0012097983353024208,0.03601676947607127,0.0019559227149235233,0.0
0.04936788633277403,0.01652100769322109,0.026701888674869903,0.01443128203423499,0.0
0.04830267200379564,0.021597322804507713,0.029034378815239514,0.04504851141562856,0.0
0.04893136941447059,0.012552868405796745,0.046528684842383074,0.01800422849105291,0.0
0.06334579206046131,0.9855017942701781,0.040308483785584645,0.41562238636920934,0.0
0.04678106936709113,0.01942452397484779,0.020291765167379402,0.005844932454479016,0.0
0.046474823640634745,0.04730175556924055,0.0664629677735993,0.0968162543847304,0.0
0.06018048536988273,0.011589868949817577,0.04285227186372895,0.01474572633528717,0.0
0.059811112412981704,0.08096939275141482,0.038474543127637595,0.04781441186594492,0.0
0.043744199691454023,0.023387823034706098,0.02934830444279902,0.02160801428192433,0.0
0.05243173188991279,0.005579590209930189,0.04041979611374859,0.013762478665517958,0.0
0.052961175482052335,0.03132894183712082,0.04273227815527453,0.04813397516954168,0.0
0.04472662951550945,0.002056657250776875,0.04112167435716978,0.005823214698499394,0.0
0.0658860237852906,0.006068348894764373,0.041334260254366796,0.0028324561248369786,0.0
0.02581903828167859,0.08893659192570327,0.05974421927391822,0.060627332626676286,0.0
0.06245369056537866,0.10067080250259447,0.07508559892746933,0.09860242347789731,0.0
0.05535086133789578,0.044254428041120925,0.025589509307239383,0.013772955447783257,0.0
0.04458407051473529,0.1744142206513532,0.04920645119840415,0.1826739033286003,0.0
0.06358757698251613,0.02620423368020352,0.043039641941736664,0.016909105272599752,0.0
0.027777664549385704,0.012731918982618362,0.05618791203972352,0.00898709575681505,0.0
0.050409637649451174,0.004800480173834225,0.022885835385464473,0.00274919920096363,0.0
0.05951307468594107,0.12654975297657137,0.030992107751843474,0.06893072609723719,0.0
0.043989034729517554,0.038433384292807946,0.0174136683227251,0.02993319523363859,0.0
0.05761250733111488,0.00263736064555266,0.04111283362590589,0.013729042166074167,0.0
0.05393731493297038,0.06820843367252932,0.02518164305036877,0.07859444958949416,0.0
0.0540351665712927,0.24407925050012988,0.03483009064338972,0.08863191386195858,0.0
0.058262797457813084,0.03324095725410863,0.03952480074860208,0.019619178415461576,0.0
0.05511547702118591,0.033922750010734956,0.042273866615776076,0.015437218713416218,0.0
0.04561421343163283,0.18969110122137145,0.036658514674061005,0.1629070417730063,0.0
0.060487980114343906,0.002656717402303446,0.04024117455897309,0.006823974420963273,0.0
0.0522653581693818,0.20524956415295068,0.028084492540013942,0.05955363699859859,0.0
0.05509899545471998,0.002797053773371268,0.022418002475902296,0.00033067776456593913,0.0
0.06672904618890373,0.008555694213996963,0.03597802550983946,0.008085193303271189,0.0
0.04959132151718374,0.09192532722539194,0.02925992986060364,0.06589940572496471,0.0
0.04779627471210518,0.032485508860607845,0.01913714506010047,0.015750166669990177,0.0
0.05788362611575015,0.04282686365411401,0.024704850285271626,0.024833858417121477,0.0
0.06885961532014548,0.297873827645977,0.03711500046008198,0.15881634711228826,0.0
0.04347404202494371,0.025192842101596648,0.029567891914439745,0.014643400057894185,0.0
0.053979095357989185,0.019482676853865812,0.038974490883527835,0.008346956961891085,0.0
0.059990077160928544,0.0017663056687643533,0.02600716396757235,0.006780636815404976,0.0
0.0540229870643179,0.0019743911499614086,0.03155448407618096,0.004520491065169071,0.0
0.06439105378440826,0.0228556712113208,0.039248552014226154,0.0050097572635185335,0.0
0.04450874075559854,0.008763779697157578,0.02629137138570656,0.006901617103242778,0.0
0.046377591762487055,0.00516825901360063,0.024176386546657158,0.006080652772735576,0.0
0.05533570301503042,0.04022821894494571,0.055329625334885404,0.0919993004703866,0.0
0.059646876054358436,0.01912642909018302,0.03902980080459411,0.03591510293886368,0.0
0.049534340448172044,0.0016937177155735377,0.06535943259155995,0.019363407864635224,0.0
0.06633936290898962,0.027384998151673248,0.03603257110282579,0.0300091501078397,0.0
0.052511598472266593,0.010873668488537037,0.025897476597081453,0.005172178928150098,0.0
0.048377880142801546,0.05470708591657467,0.022773130944014973,0.0378197571086878,0.0
0.057670771667808554,0.0025986471320510896,0.04472492343777576,0.0062163359346864185,0.0
0.04613349520428522,0.0027583402598696976,0.029175474181725985,0.010493152741062375,0.0
0.05892862464338578,0.079099986843458,0.03940908624506345,0.01784485186589494,0.0
0.05853776473187203,0.1931419065750644,0.028795920405545676,0.07164896777686053,0.0
0.05154849548507768,0.003280973153642385,0.03944817748874795,0.006461634075763058,0.0
0.054537197374303015,0.04393987970554233,0.028207108258538414,0.014563733113862496,0.0
0.058007723923648315,0.020140724436128327,0.02451574749631168,0.007074222496138292,0.0
0.062164428454967224,0.02009233323650359,0.04619465505574673,0.028901761653216156,0.0
0.04613724780083758,0.0014130445119364084,0.02932077510018228,0.0011244109795678532,0.0
0.05230229124072229,0.03979269076429933,0.06640551011814819,0.08002378509595391,0.0
0.05252306125233532,0.04480609583926905,0.0357585863487795,0.023367567047334968,0.0
0.054461498426669724,0.011052719065358657,0.03422537408675026,0.004891502659016375,0.0
