MAE,RMSE,MAPE (%),Directional Accuracy (%),Hit Rate (%),Sharpe Ratio,Information Coefficient (IC)
5.769096395015318,7.528467113022133,6.302622463244479,68.55072463768116,68.45039018952062,1.4785022347180045e-19,0.5305603634441175
