Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized Sentiment
2024-08-01,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,46.790000915527344,46.790000915527344,43.29999923706055,43.91426086425781,43.91426086425781,717800,3.0,0.9518781426625376,39.0,0.0769230769230769,2153400.0,1.0
2024-08-02,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.189998626708984,42.56999969482422,40.380001068115234,40.52093124389648,40.52093124389648,1229600,1.0,0.9614000916481018,3.0,0.3333333333333333,1229600.0,0.571003993684406
2024-08-05,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,39.79999923706055,41.61000061035156,39.0,40.799560546875,40.799560546875,1084700,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-06,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,41.279998779296875,41.66999816894531,40.369998931884766,40.87916946411133,40.87916946411133,748700,-1.0,0.9999985694885254,1.0,-1.0,-748700.0,-0.3476827342806724
2024-08-07,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.279998779296875,42.34000015258789,39.529998779296875,39.41635513305664,39.41635513305664,731100,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-08,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.43000030517578,43.54999923706055,38.529998779296875,40.66024398803711,40.66024398803711,1735200,-1.0,0.9716497659683228,18.0,-0.0555555555555555,-1735200.0,-0.8057954862078573
2024-08-09,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,40.349998474121094,41.220001220703125,40.09000015258789,40.26219940185547,40.26219940185547,612900,0.0,0.999334752559662,1.0,0.0,0.0,0.0
2024-08-12,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,40.439998626708984,42.709999084472656,40.439998626708984,40.928924560546875,40.928924560546875,713000,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-13,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,41.54999923706055,41.869998931884766,41.11000061035156,41.32696914672851,41.32696914672851,468700,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-14,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,41.84000015258789,42.130001068115234,40.790000915527344,40.80950927734375,40.80950927734375,379200,1.0,1.0,1.0,1.0,379200.0,1.0
2024-08-15,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.130001068115234,43.31999969482422,42.0099983215332,42.81963348388672,42.81963348388672,519200,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-16,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.779998779296875,43.709999084472656,42.65999984741211,43.227630615234375,43.227630615234375,318300,0.0,0.983134776353836,2.0,0.0,0.0,0.0
2024-08-19,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,43.400001525878906,43.95000076293945,42.900001525878906,43.72518539428711,43.72518539428711,282300,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-20,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,43.61000061035156,43.720001220703125,42.91999816894531,42.75992965698242,42.75992965698242,339400,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-21,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,43.41999816894531,43.84000015258789,43.119998931884766,43.56596755981445,43.56596755981445,435700,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-22,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,43.84000015258789,43.959999084472656,42.189998626708984,42.04344940185547,42.04344940185547,301100,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-23,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.88999938964844,44.560001373291016,42.810001373291016,43.35699462890625,43.35699462890625,680300,0.0,0.8404210209846497,1.0,0.0,0.0,0.0
2024-08-26,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,43.61000061035156,43.61000061035156,42.65999984741211,42.71017074584961,42.71017074584961,350900,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-27,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.7599983215332,43.119998931884766,42.310001373291016,42.77983474731445,42.77983474731445,262100,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-28,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.9900016784668,43.310001373291016,41.880001068115234,42.0235481262207,42.0235481262207,359100,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-29,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.61000061035156,44.0099983215332,42.41999816894531,42.95895004272461,42.95895004272461,325600,1.0,0.959684818983078,2.0,0.5,325600.0,1.0
2024-08-30,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,43.779998779296875,44.25,43.310001373291016,43.5958251953125,43.5958251953125,613100,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.849998474121094,42.880001068115234,40.08000183105469,40.32190704345703,40.32190704345703,575300,-1.0,0.9997929930686952,1.0,-1.0,-575300.0,-1.7668918918918919
2024-09-04,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,40.18000030517578,41.02000045776367,39.90999984741211,40.13283920288086,40.13283920288086,473700,1.0,1.0,1.0,1.0,473700.0,1.0
2024-09-05,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,40.18000030517578,40.709999084472656,39.56999969482422,39.5755729675293,39.5755729675293,682500,1.0,0.8606540560722351,4.0,0.25,682500.0,1.0
2024-09-06,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,39.58000183105469,39.58000183105469,38.20000076293945,38.381439208984375,38.381439208984375,535300,0.0,0.9863829612731934,2.0,0.0,0.0,0.0
2024-09-09,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,38.75,39.11000061035156,38.22999954223633,38.54065704345703,38.54065704345703,579500,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-10,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,38.630001068115234,39.060001373291016,38.310001373291016,38.82923889160156,38.82923889160156,442600,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-11,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,39.150001525878906,39.70000076293945,38.31999969482422,39.406402587890625,39.406402587890625,406000,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-12,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,39.560001373291016,39.869998931884766,38.810001373291016,39.12777328491211,39.12777328491211,359400,0.0,0.9993164837360382,2.0,0.0,0.0,0.0
2024-09-13,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,39.779998779296875,40.33000183105469,39.65999984741211,40.08308029174805,40.08308029174805,526200,0.0,0.8475353121757507,2.0,0.0,0.0,0.0
2024-09-16,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,39.959999084472656,40.380001068115234,39.09000015258789,40.172637939453125,40.172637939453125,523900,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-17,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,41.0099983215332,41.7400016784668,40.529998779296875,40.78961181640625,40.78961181640625,373800,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-18,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,41.22999954223633,42.11000061035156,40.75,40.709999084472656,40.709999084472656,638800,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-19,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.20000076293945,42.84000015258789,41.650001525878906,42.63999938964844,42.63999938964844,513800,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-20,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.189998626708984,42.189998626708984,41.22999954223633,41.560001373291016,41.560001373291016,1391100,0.0,0.6134084463119507,1.0,0.0,0.0,0.0
2024-09-23,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,41.93000030517578,42.040000915527344,41.27000045776367,41.65999984741211,41.65999984741211,326600,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-24,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,41.959999084472656,42.619998931884766,41.2599983215332,42.15999984741211,42.15999984741211,488000,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-25,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,42.15999984741211,42.439998626708984,41.83000183105469,42.040000915527344,42.040000915527344,493300,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-26,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,43.5,44.79999923706055,43.16999816894531,44.650001525878906,44.650001525878906,510200,0.0,0.6781156063079834,1.0,0.0,0.0,0.0
2024-09-27,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,45.0,45.36000061035156,44.400001525878906,44.77000045776367,44.77000045776367,384500,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,44.29999923706055,45.369998931884766,44.29999923706055,45.130001068115234,45.130001068115234,739300,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,44.90999984741211,45.08000183105469,43.279998779296875,43.869998931884766,43.869998931884766,426300,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02,KLIC,Technology,Semiconductor Equipment & Materials,2.518B,44.45000076293945,46.099998474121094,44.38999938964844,46.02000045776367,46.02000045776367,647300,0.0,0.0,0.0,0.0,0.0,0.0
