Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days),EWMA Volatility,Volatility Class
2024-08-01,VSAT,Technology,Communication Equipment,950.116M,20.11000061035156,20.31999969482422,18.38999938964844,18.780000686645508,18.780000686645508,1345700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.780000686645508,18.780000686645508,18.780000686645508,0.15469812730500057,High
2024-08-02,VSAT,Technology,Communication Equipment,950.116M,17.989999771118164,18.86000061035156,17.549999237060547,18.63999938964844,18.63999938964844,1128500,0.0,0.9984711110591888,2.0,0.0,0.0,0.0,-0.007454807874241576,18.710000038146973,0.0989958664815364,18.63999938964844,0.00527134520031909,Low
2024-08-05,VSAT,Technology,Communication Equipment,950.116M,17.049999237060547,17.770000457763672,16.549999237060547,17.31999969482422,17.31999969482422,1389100,0.0,0.997307062149048,1.0,0.0,0.0,0.0,-0.07081543659047929,18.246666590372723,0.8055642384498833,17.31999969482422,0.039175593739788225,Medium
2024-08-06,VSAT,Technology,Communication Equipment,950.116M,17.309999465942383,18.049999237060547,17.260000228881836,17.540000915527344,17.540000915527344,1104600,0.0,0.0,0.0,0.0,0.0,0.0,0.01270214922514512,18.070000171661377,0.7466368520555327,17.540000915527344,0.03501967599574354,Medium
2024-08-07,VSAT,Technology,Communication Equipment,950.116M,18.15999984741211,18.719999313354492,17.690000534057617,17.770000457763672,17.770000457763672,1358600,0.0,0.9997135996818542,1.0,0.0,0.0,0.0,0.01311285805194684,18.010000228881836,0.6603786090594452,17.770000457763672,0.03135770487246993,Medium
2024-08-08,VSAT,Technology,Communication Equipment,950.116M,20.520000457763672,26.700000762939453,20.280000686645508,24.489999771118164,24.489999771118164,8346600,2.0,0.9077410489320756,20.0,0.1,16693200.0,1.0,0.37816539900079404,19.09000015258789,2.7105864562992883,24.489999771118164,0.18641550703867044,High
2024-08-09,VSAT,Technology,Communication Equipment,950.116M,24.690000534057617,24.799999237060547,22.190000534057617,22.81999969482422,22.81999969482422,2397300,0.0,0.9876736510883678,22.0,0.0,0.0,0.0,-0.06819110216013269,19.622857230050226,2.8478569315492015,22.81999969482422,0.17636674585225276,High
2024-08-12,VSAT,Technology,Communication Equipment,950.116M,22.8799991607666,22.899999618530273,21.520000457763672,21.6200008392334,21.6200008392334,1327100,0.0,0.9960450530052184,1.0,0.0,0.0,0.0,-0.05258540191229677,20.02857153756278,2.9094008937447153,2.84000015258789,0.1593405734037005,High
2024-08-13,VSAT,Technology,Communication Equipment,950.116M,18.280000686645508,18.290000915527344,16.1200008392334,16.739999771118164,16.739999771118164,11977800,2.0,0.915892998377482,9.0,0.2222222222222222,23955600.0,1.0,-0.2257169694119341,19.757143020629883,3.14002491862718,-1.899999618530277,0.18108854367845104,High
2024-08-14,VSAT,Technology,Communication Equipment,950.116M,16.700000762939453,17.200000762939453,16.229999542236328,16.770000457763672,16.770000457763672,3605600,2.0,0.9970269948244096,4.0,0.5,7211200.0,0.301023560253135,0.0017921557380944364,19.678571701049805,3.217107341286105,-0.5499992370605469,0.1575682455333188,High
2024-08-15,VSAT,Technology,Communication Equipment,950.116M,16.90999984741211,17.510000228881836,16.81999969482422,17.43000030517578,17.43000030517578,2506800,1.0,0.928560882806778,4.0,0.25,2506800.0,0.1046435906426889,0.039355982671220646,19.66285732814244,3.22953912086496,-0.1100006103515625,0.13986803337159145,High
2024-08-16,VSAT,Technology,Communication Equipment,950.116M,17.3700008392334,18.170000076293945,17.309999465942383,17.56999969482422,17.56999969482422,2363700,0.0,0.0,0.0,0.0,0.0,0.0,0.00803209335612376,19.63428579057966,3.2498966448045348,-0.2000007629394531,0.12137169455227792,High
2024-08-19,VSAT,Technology,Communication Equipment,950.116M,17.59000015258789,18.09000015258789,17.450000762939453,17.950000762939453,17.950000762939453,1229700,0.0,0.0,0.0,0.0,0.0,0.0,0.02162783578346761,18.7000002179827,2.4671035746014223,-6.539999008178711,0.10587515875265346,High
2024-08-20,VSAT,Technology,Communication Equipment,950.116M,17.950000762939453,17.969999313354492,17.43000030517578,17.610000610351562,17.610000610351562,1051000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0189415118739088,17.955714634486608,1.6760855454365222,-5.209999084472656,0.09213165331490993,Medium
2024-08-21,VSAT,Technology,Communication Equipment,950.116M,17.65999984741211,17.84000015258789,17.350000381469727,17.510000228881836,17.510000228881836,1110100,0.0,0.0,0.0,0.0,0.0,0.0,-0.005678613174547209,17.36857169015067,0.4498308228673482,-4.1100006103515625,0.07978157197878212,Medium
2024-08-22,VSAT,Technology,Communication Equipment,950.116M,17.579999923706055,17.6200008392334,16.299999237060547,16.579999923706055,16.579999923706055,1414800,-1.0,0.9808201789855956,1.0,-1.0,-1414800.0,-0.1961948080763257,-0.053112523873174666,17.345714569091797,0.4894167026104929,-0.1599998474121093,0.0727256177784311,Medium
2024-08-23,VSAT,Technology,Communication Equipment,950.116M,16.540000915527344,17.510000228881836,16.5,17.139999389648438,17.139999389648438,1850900,0.0,0.0,0.0,0.0,0.0,0.0,0.033775601237590935,17.39857155936105,0.4336832984051809,0.3699989318847656,0.0672586249292929,Medium
2024-08-26,VSAT,Technology,Communication Equipment,950.116M,17.290000915527344,17.399999618530273,16.790000915527344,17.020000457763672,17.020000457763672,902600,0.0,0.0,0.0,0.0,0.0,0.0,-0.007001104793343149,17.34000015258789,0.455851084045919,-0.4099998474121094,0.058262449622039976,Medium
2024-08-27,VSAT,Technology,Communication Equipment,950.116M,16.8700008392334,16.950000762939453,16.389999389648438,16.610000610351562,16.610000610351562,1153400,0.0,0.0,0.0,0.0,0.0,0.0,-0.02408929708489449,17.202857426234655,0.5156135367130065,-0.9599990844726562,0.05125570159189099,Medium
2024-08-28,VSAT,Technology,Communication Equipment,950.116M,16.209999084472656,16.360000610351562,15.420000076293944,15.869999885559082,15.869999885559082,1326900,0.0,0.995931088924408,1.0,0.0,0.0,0.0,-0.04455151701387072,16.905714443751744,0.6048928705883435,-2.080000877380371,0.04729829846775261,Medium
2024-08-29,VSAT,Technology,Communication Equipment,950.116M,15.979999542236328,16.149999618530273,15.65999984741211,15.8100004196167,15.8100004196167,776900,0.0,0.9990046620368958,1.0,0.0,0.0,0.0,-0.0037806847117232145,16.64857155936105,0.6373232155670843,-1.8000001907348633,0.04152500474026415,Medium
2024-08-30,VSAT,Technology,Communication Equipment,950.116M,16.100000381469727,16.100000381469727,15.510000228881836,15.699999809265137,15.699999809265137,1648100,0.0,0.0,0.0,0.0,0.0,0.0,-0.006957660179127911,16.390000070844376,0.5953710042620732,-1.8100004196166992,0.03614417138090782,Medium
2024-09-03,VSAT,Technology,Communication Equipment,950.116M,15.550000190734863,15.739999771118164,15.18000030517578,15.399999618530272,15.399999618530272,1344200,0.0,0.0,0.0,0.0,0.0,0.0,-0.01910829263563585,16.221428598676408,0.6918437153949242,-1.180000305175783,0.031441558798273164,Medium
2024-09-04,VSAT,Technology,Communication Equipment,950.116M,15.3100004196167,15.600000381469728,14.869999885559082,15.15999984741211,15.15999984741211,1108400,0.0,0.0,0.0,0.0,0.0,0.0,-0.015584401107996082,15.938571521214076,0.6576078075467298,-1.979999542236328,0.0272352046957382,Medium
2024-09-05,VSAT,Technology,Communication Equipment,950.116M,15.4399995803833,17.399999618530273,15.270000457763672,17.329999923706055,17.329999923706055,2042800,-2.0,0.8141603171825409,2.0,-1.0,-4085600.0,-4085600.0,0.14313984816196257,15.982857159205846,0.7469431149253967,0.3099994659423828,0.07748367066366672,Medium
2024-09-06,VSAT,Technology,Communication Equipment,950.116M,17.270000457763672,17.790000915527344,16.989999771118164,17.079999923706055,17.079999923706055,1545300,0.0,0.9914056062698364,1.0,0.0,0.0,0.0,-0.01442585118872508,16.049999918256486,0.8292969299690351,0.4699993133544922,0.06956388358079844,Medium
2024-09-09,VSAT,Technology,Communication Equipment,950.116M,17.079999923706055,17.829999923706055,15.8100004196167,15.970000267028809,15.970000267028809,1329700,0.0,0.0,0.0,0.0,0.0,0.0,-0.06498827058755607,16.064285687037877,0.8265361192384111,0.1000003814697265,0.07091086312948493,Medium
2024-09-10,VSAT,Technology,Communication Equipment,950.116M,15.760000228881836,15.93000030517578,14.640000343322754,14.9399995803833,14.9399995803833,1677700,0.0,0.0,0.0,0.0,0.0,0.0,-0.06449597178605038,15.939999852861677,0.9300717903102144,-0.8700008392333984,0.06741910029563326,Medium
2024-09-11,VSAT,Technology,Communication Equipment,950.116M,14.779999732971191,15.239999771118164,14.43000030517578,14.869999885559082,14.869999885559082,1669300,0.0,0.0,0.0,0.0,0.0,0.0,-0.004685388004704527,15.821428435189384,1.014814174472727,-0.8299999237060547,0.058817630128518546,Medium
2024-09-12,VSAT,Technology,Communication Equipment,950.116M,15.0,15.199999809265137,14.710000038146973,15.020000457763672,15.020000457763672,1676400,0.0,0.0,0.0,0.0,0.0,0.0,0.010087462902421462,15.767142840794154,1.0506460653206544,-0.3799991607665998,0.05238747353375836,Medium
2024-09-13,VSAT,Technology,Communication Equipment,950.116M,14.130000114440918,14.149999618530272,12.300000190734863,12.789999961853027,12.789999961853027,7783900,-2.0,0.9645644575357436,4.0,-0.5,-15567800.0,-15567800.0,-0.14846873688062923,15.428571428571429,1.5446405097647669,-2.369999885559082,0.07924948365590738,Medium
2024-09-16,VSAT,Technology,Communication Equipment,950.116M,13.18000030517578,13.850000381469728,12.9399995803833,13.56999969482422,13.56999969482422,4386600,0.0,0.999972641468048,2.0,0.0,0.0,0.0,0.060985123948208875,14.891428538731166,1.4221279246883696,-3.760000228881834,0.08446246954357862,Medium
2024-09-17,VSAT,Technology,Communication Equipment,950.116M,12.989999771118164,13.84000015258789,12.699999809265137,13.039999961853027,13.039999961853027,3269500,-1.0,0.91229913632075,3.0,-0.3333333333333333,-3269500.0,-3269500.0,-0.039056724015501754,14.314285687037875,1.1860981532175268,-4.039999961853027,0.07380929152025444,Medium
2024-09-18,VSAT,Technology,Communication Equipment,950.116M,12.989999771118164,13.300000190734863,12.529999732971191,12.5600004196167,12.5600004196167,2661500,0.0,0.8119698166847229,1.0,0.0,0.0,0.0,-0.03680978095402687,13.82714285169329,1.0890318337327325,-3.40999984741211,0.06423537560775577,Medium
2024-09-19,VSAT,Technology,Communication Equipment,950.116M,12.989999771118164,13.239999771118164,12.720000267028809,12.979999542236328,12.979999542236328,1990300,0.0,0.0,0.0,0.0,0.0,0.0,0.03343941947355811,13.54714284624372,1.003854544253003,-1.9600000381469729,0.06232076379554346,Medium
2024-09-20,VSAT,Technology,Communication Equipment,950.116M,12.770000457763672,13.119999885559082,12.59000015258789,12.770000457763672,12.770000457763672,6065500,0.0,0.9977280497550964,1.0,0.0,0.0,0.0,-0.016178666554596433,13.247142927987236,0.8436373198767952,-2.09999942779541,0.0540136424250098,Medium
2024-09-23,VSAT,Technology,Communication Equipment,950.116M,12.779999732971191,12.859999656677246,12.399999618530272,12.800000190734863,12.800000190734863,1775100,0.0,0.8039571046829224,1.0,0.0,0.0,0.0,0.0023492350740639267,12.930000032697404,0.3222832758346393,-2.2200002670288086,0.047307430142012094,Medium
2024-09-24,VSAT,Technology,Communication Equipment,950.116M,13.109999656677246,13.229999542236328,12.630000114440918,12.75,12.75,2324500,-1.0,0.5482183694839478,1.0,-1.0,-2324500.0,-2324500.0,-0.003906264842953311,12.924285752432686,0.3255176595921914,-0.0399999618530273,0.041038021549309515,Medium
2024-09-25,VSAT,Technology,Communication Equipment,950.116M,12.550000190734863,12.649999618530272,12.130000114440918,12.140000343322754,12.140000343322754,1956200,0.0,0.0,0.0,0.0,0.0,0.0,-0.047843110327627114,12.72000013078962,0.3004993847224773,-1.4299993515014666,0.040192476444891004,Medium
2024-09-26,VSAT,Technology,Communication Equipment,950.116M,12.3100004196167,12.390000343322754,11.93000030517578,11.9399995803833,11.9399995803833,1908600,1.0,0.9817059487104416,4.0,0.25,1908600.0,1.0,-0.016474526959091684,12.562857219151088,0.3818688660865634,-1.1000003814697266,0.034812759225454654,Medium
2024-09-27,VSAT,Technology,Communication Equipment,950.116M,12.050000190734863,12.470000267028809,11.829999923706056,12.18000030517578,12.18000030517578,2483600,0.0,0.8820728957653046,4.0,0.0,0.0,0.0,0.020100563921860326,12.50857148851667,0.4084290343782616,-0.3800001144409197,0.03488544452458502,Medium
2024-09-30,VSAT,Technology,Communication Equipment,950.116M,12.0,12.380000114440918,11.770000457763672,11.9399995803833,11.9399995803833,1707800,0.0,0.0,0.0,0.0,0.0,0.0,-0.019704492510603022,12.36000006539481,0.3973665367651312,-1.0399999618530271,0.030699964653845037,Medium
2024-10-01,VSAT,Technology,Communication Equipment,950.116M,11.90999984741211,12.010000228881836,11.369999885559082,11.550000190734863,11.550000190734863,2974800,0.0,0.9891446977853776,4.0,0.0,0.0,0.0,-0.03266326661260377,12.185714312962125,0.4514369276623989,-1.2200002670288086,0.028458943997139347,Medium
2024-10-02,VSAT,Technology,Communication Equipment,950.116M,11.460000038146973,11.739999771118164,11.289999961853027,11.399999618530272,11.399999618530272,1210300,-1.0,0.966903825600942,3.0,-0.3333333333333333,-1210300.0,-0.6341297285968773,-0.012987062314069764,11.98571423121861,0.4439917436313462,-1.4000005722045916,0.024697361118547045,Medium
2024-10-03,VSAT,Technology,Communication Equipment,950.116M,11.279999732971191,11.470000267028809,10.869999885559082,11.170000076293944,11.170000076293944,2140300,-1.0,0.9990244110425314,6.0,-0.1666666666666666,-2140300.0,-1.1213978832652205,-0.020175399116897585,11.75999995640346,0.3888873700855237,-1.5799999237060565,0.021498342891417544,Medium
2024-10-04,VSAT,Technology,Communication Equipment,950.116M,11.359999656677246,11.600000381469728,11.170000076293944,11.399999618530272,11.399999618530272,1388000,0.0,0.998654842376709,1.0,0.0,0.0,0.0,0.020590827275324353,11.654285567147392,0.368413613621909,-0.7400007247924822,0.025509950267696663,Medium
2024-10-07,VSAT,Technology,Communication Equipment,950.116M,11.399999618530272,11.470000267028809,10.90999984741211,11.229999542236328,11.229999542236328,1601900,0.0,0.8733091592788697,5.0,0.0,0.0,0.0,-0.014912287893204423,11.552856990269252,0.3743312669135248,-0.7100000381469727,0.022371830383595366,Medium
2024-10-08,VSAT,Technology,Communication Equipment,950.116M,11.270000457763672,11.270000457763672,10.890000343322754,10.90999984741211,10.90999984741211,1210200,0.0,0.0,0.0,0.0,0.0,0.0,-0.028495076390759544,11.37142835344587,0.3241104495918711,-1.27000045776367,0.021361671070776994,Medium
2024-10-09,VSAT,Technology,Communication Equipment,950.116M,10.949999809265137,11.289999961853027,10.729999542236328,11.260000228881836,11.260000228881836,2221400,1.0,0.9901987314224244,1.0,1.0,2221400.0,1.0,0.03208069535883151,11.27428558894566,0.2054959331257704,-0.6799993515014648,0.028427223550038398,Medium
2024-10-10,VSAT,Technology,Communication Equipment,950.116M,11.300000190734863,11.300000190734863,10.56999969482422,10.670000076293944,10.670000076293944,2480200,-1.0,0.8545217037200927,5.0,-0.2,-2480200.0,-1.1165031061492752,-0.05239788104751053,11.148571286882673,0.2682925362814702,-0.8800001144409197,0.03391247354754198,Medium
2024-10-11,VSAT,Technology,Communication Equipment,950.116M,10.520000457763672,11.0600004196167,10.399999618530272,10.90999984741211,10.90999984741211,2185800,1.0,0.9798099756240845,5.0,0.2,2185800.0,0.9839740704060502,0.022492949334778745,11.078571319580078,0.2553707983715294,-0.4899997711181623,0.03420527926822272,Medium
2024-10-14,VSAT,Technology,Communication Equipment,950.116M,10.850000381469728,11.289999961853027,10.710000038146973,10.93000030517578,10.93000030517578,2640900,0.0,0.0,0.0,0.0,0.0,0.0,0.0018332225520987233,11.044285637991766,0.2571546360326563,-0.239999771118164,0.029827307561252066,Medium
2024-10-15,VSAT,Technology,Communication Equipment,950.116M,11.100000381469728,11.1899995803833,10.619999885559082,10.760000228881836,10.760000228881836,2053900,0.0,0.9994304060935976,5.0,0.0,0.0,0.0,-0.015553528961334218,10.952857153756277,0.2208101087562131,-0.6399993896484357,0.02641353684735914,Medium
2024-10-16,VSAT,Technology,Communication Equipment,950.116M,10.850000381469728,11.220000267028809,10.729999542236328,11.0600004196167,11.0600004196167,1808200,0.0,0.999610722064972,1.0,0.0,0.0,0.0,0.027881058025408523,10.928571564810614,0.1928236983565253,-0.1699991226196289,0.028017471522939905,Medium
2024-10-17,VSAT,Technology,Communication Equipment,950.116M,11.09000015258789,11.75,10.890000343322754,11.5600004196167,11.5600004196167,2130500,0.0,0.8351376056671143,1.0,0.0,0.0,0.0,0.04520795488517071,11.02142878941127,0.3058011643639726,0.6500005722045898,0.03159560263561861,Medium
2024-10-18,VSAT,Technology,Communication Equipment,950.116M,11.640000343322754,11.760000228881836,11.0600004196167,11.119999885559082,11.119999885559082,1905200,-1.0,0.6856560111045837,2.0,-0.5,-1905200.0,-0.8716259493091775,-0.0380623285541547,11.001428740365162,0.2918578501856581,-0.1400003433227539,0.03624411646040917,Medium
2024-10-21,VSAT,Technology,Communication Equipment,950.116M,11.109999656677246,11.119999885559082,10.630000114440918,10.789999961853027,10.789999961853027,1992300,0.0,0.7748759090900421,2.0,0.0,0.0,0.0,-0.029676252437251138,11.01857158115932,0.2719945031220328,0.1199998855590838,0.03432993948483706,Medium
2024-10-22,VSAT,Technology,Communication Equipment,950.116M,10.739999771118164,10.8100004196167,10.520000457763672,10.609999656677246,10.609999656677246,1353100,1.0,0.9520846605300904,2.0,0.5,1353100.0,1.0,-0.016682141409838258,10.97571441105434,0.312562552478664,-0.3000001907348633,0.03004721500656195,Medium
2024-10-23,VSAT,Technology,Communication Equipment,950.116M,10.520000457763672,10.550000190734863,9.979999542236328,10.289999961853027,10.289999961853027,2453700,0.0,0.99898299574852,6.0,0.0,0.0,0.0,-0.030160198414599493,10.88428579057966,0.4073843952881442,-0.6400003433227521,0.027724481056149178,Medium
