Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days),EWMA Volatility,Volatility Class,Interest_Rate,Inflation,GDP,Unemployment,Industrial Production,Stock Market Performance,VIX OPEN,VIX HIGH,VIX LOW,VIX CLOSE,Event_Flag
2024-08-01,AFRM,,Software Infrastructure,17.634B,28.18000030517578,28.84000015258789,25.969999313354492,26.420000076293945,26.420000076293945,6952400,-3.0,0.9409357097841078,31.0,-0.0967741935483871,-20857200.0,1.0,0.0,26.420000076293945,26.420000076293945,26.420000076293945,0.0289878401737088,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.2,19.48,15.95,18.59,0
2024-08-02,AFRM,,Software Infrastructure,17.634B,25.149999618530273,25.81999969482422,23.950000762939453,25.770000457763672,25.770000457763672,8237900,-1.0,0.934214286506176,24.0,-0.0416666666666666,-8237900.0,1.0,-0.0246025592980032,26.09500026702881,0.4596191380314254,25.770000457763672,0.0173966365141622,Low,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.52,29.66,20.01,23.39,0
2024-08-05,AFRM,,Software Infrastructure,17.634B,22.25,25.15999984741211,22.25,24.559999465942383,24.559999465942383,6907800,-1.0,0.9935123274723688,24.0,-0.0416666666666666,-6907800.0,1.0,-0.0469538599273386,25.583333333333332,0.9439459884624564,24.559999465942383,0.0260391533734533,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.39,65.73,23.39,38.57,0
2024-08-06,AFRM,,Software Infrastructure,17.634B,24.739999771118164,24.959999084472656,23.88999938964844,24.15999984741211,24.15999984741211,4455100,1.0,0.9251469485461712,16.0,0.0625,4455100.0,1.0,-0.0162866297731381,25.227499961853027,1.0490434877190464,24.15999984741211,0.0205643753812624,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,33.71,34.77,24.02,27.71,0
2024-08-07,AFRM,,Software Infrastructure,17.634B,25.770000457763672,26.40999984741211,24.100000381469727,24.1200008392334,24.1200008392334,7062100,2.0,0.908877072126969,23.0,0.0869565217391304,14124200.0,1.0,-0.0016555880973233,25.006000137329103,1.034736701129788,24.1200008392334,0.0184961926713106,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,24.77,29.76,21.97,27.85,0
2024-08-08,AFRM,,Software Infrastructure,17.634B,24.3700008392334,25.27199935913086,24.149999618530273,25.21500015258789,25.21500015258789,4250000,1.0,0.8945296307404836,6.0,0.1666666666666666,4250000.0,0.3009019979892666,0.0453979799027775,25.040833473205566,0.9294214330763308,25.21500015258789,0.0320337931974716,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,28.34,29.47,23.36,23.79,0
2024-08-09,AFRM,,Software Infrastructure,17.634B,25.34000015258789,25.81999969482422,24.68000030517578,25.440000534057617,25.440000534057617,4959700,3.0,0.8950249433517456,5.0,0.6,14879100.0,1.0,0.0089232750389904,25.097857339041575,0.8617514427851171,25.440000534057617,0.0275924279917638,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.78,24.52,20.26,20.37,0
2024-08-12,AFRM,,Software Infrastructure,17.634B,25.329999923706055,25.43000030517578,24.670000076293945,25.170000076293945,25.170000076293945,4273900,-1.0,0.9572255164384842,4.0,-0.25,-4273900.0,-0.2872418358637283,-0.0106132253182231,24.919285910470144,0.6441560584734329,-1.25,0.0246588892490258,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.79,21.19,18.89,20.71,0
2024-08-13,AFRM,,Software Infrastructure,17.634B,25.600000381469727,26.479999542236328,25.350000381469727,26.25,26.25,5571000,1.0,0.9982510656118392,4.0,0.25,5571000.0,0.3744178075286811,0.0429082209150741,24.987857273646764,0.7641763202046709,0.4799995422363281,0.0292937797644451,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.06,20.79,17.95,18.12,0
2024-08-14,AFRM,,Software Infrastructure,17.634B,26.757999420166016,26.8799991607666,25.969999313354492,26.579999923706055,26.579999923706055,3875200,0.0,0.9357687559994784,11.0,0.0,0.0,0.0,0.0125714256649924,25.276428767613,0.9374374694510004,2.020000457763672,0.0253272167618821,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,18.41,18.49,16.12,16.19,0
2024-08-15,AFRM,,Software Infrastructure,17.634B,27.295000076293945,28.56999969482422,27.200000762939453,28.3700008392334,28.3700008392334,7037200,0.0,0.9799613173191364,13.0,0.0,0.0,0.0,0.0673439022071209,25.87785748073033,1.3579698821217874,4.210000991821289,0.0342211176256883,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.27,16.68,14.77,15.23,0
2024-08-16,AFRM,,Software Infrastructure,17.634B,28.40999984741211,28.899999618530273,28.149999618530273,28.450000762939453,28.450000762939453,4728200,0.0,0.9994136776242938,7.0,0.0,0.0,0.0,0.0028198773824292,26.496428898402623,1.4090150286240144,4.329999923706055,0.0314224684974203,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,15.29,15.76,14.65,14.8,0
2024-08-19,AFRM,,Software Infrastructure,17.634B,28.510000228881836,30.3799991607666,28.36000061035156,30.34000015258789,30.34000015258789,5782400,1.0,0.9996898174285888,6.0,0.1666666666666666,5782400.0,0.388625656121674,0.0664323141991074,27.22857175554548,1.8837324791431045,5.125,0.0349184301140604,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,15.94,16.07,14.46,14.65,0
2024-08-20,AFRM,,Software Infrastructure,17.634B,30.40999984741211,31.459999084472656,29.19499969482422,29.290000915527344,29.290000915527344,7752000,2.0,0.9709119349718094,8.0,0.25,15504000.0,1.0,-0.0346077531898425,27.778571810041154,1.8359235217161565,3.8500003814697266,0.0431974186389354,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,14.89,15.93,14.78,15.88,0
2024-08-21,AFRM,,Software Infrastructure,17.634B,29.31999969482422,29.84000015258789,28.469999313354492,29.75,29.75,6165800,0.0,0.8430506587028503,4.0,0.0,0.0,0.0,0.0157049870295087,28.432857513427734,1.5442876033957549,4.579999923706055,0.037407558765726,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.25,17.17,15.92,16.27,0
