Source,Date,Cumulative Score,Confidence,Text Count,Normalized Score
Yahoo,2024-08-01,1,0.9830613632996877,6,0.16666666666666666
Yahoo,2024-08-02,1,0.9528857707977295,5,0.2
Yahoo,2024-08-03,1,0.9992695450782776,1,1.0
Yahoo,2024-08-05,3,0.941629946231842,18,0.16666666666666666
Yahoo,2024-08-06,1,0.9778933942317962,10,0.1
Yahoo,2024-08-07,-1,0.9752342530659267,7,-0.14285714285714285
Yahoo,2024-08-08,3,0.9214579926596748,18,0.16666666666666666
Yahoo,2024-08-09,3,0.9485019511646695,18,0.16666666666666666
Yahoo,2024-08-11,-1,0.9966041445732117,4,-0.25
Yahoo,2024-08-12,3,0.9613692164421082,30,0.1
Yahoo,2024-08-13,5,0.9199744117887396,19,0.2631578947368421
Yahoo,2024-08-14,6,0.9698605209589004,20,0.3
Yahoo,2024-08-15,3,0.9800406369295988,11,0.2727272727272727
Yahoo,2024-08-16,2,0.9359015127023061,6,0.3333333333333333
Yahoo,2024-08-19,3,0.9556738896803423,11,0.2727272727272727
Yahoo,2024-08-20,-1,0.9855371117591858,7,-0.14285714285714285
Yahoo,2024-08-21,4,0.9374153964659747,17,0.23529411764705882
Yahoo,2024-08-22,1,0.9345590008629693,9,0.1111111111111111
Yahoo,2024-08-23,2,0.916478829724448,7,0.2857142857142857
Yahoo,2024-08-25,0,0.957934558391571,1,0.0
Yahoo,2024-08-26,3,0.8858988334735235,12,0.25
Yahoo,2024-08-27,0,0.8298481305440267,3,0.0
Yahoo,2024-08-28,0,0.9742584909711566,7,0.0
Yahoo,2024-08-29,-1,0.9320290503294572,23,-0.043478260869565216
Yahoo,2024-08-30,0,0.9269102791260029,29,0.0
Yahoo,2024-08-31,0,0.9317767918109894,2,0.0
Yahoo,2024-09-03,-1,0.9510840237140655,40,-0.025
Yahoo,2024-09-04,-1,0.9590825209250817,13,-0.07692307692307693
Yahoo,2024-09-05,-5,0.952400166541338,32,-0.15625
Yahoo,2024-09-06,0,0.9688545029078212,56,0.0
Yahoo,2024-09-07,-1,0.910090982913971,8,-0.125
Yahoo,2024-09-08,0,0.9678427457809449,5,0.0
Yahoo,2024-09-09,-2,0.9495642471313477,50,-0.04
Yahoo,2024-09-10,2,0.9895850002765656,10,0.2
Yahoo,2024-09-11,1,0.9070440569649572,23,0.043478260869565216
Yahoo,2024-09-12,-1,0.9173123478889466,10,-0.1
Yahoo,2024-09-13,3,0.9851892845971244,7,0.42857142857142855
Yahoo,2024-09-14,0,0.9993928670883179,1,0.0
Yahoo,2024-09-15,0,0.9960746765136719,1,0.0
Yahoo,2024-09-16,-2,0.9936524033546448,11,-0.18181818181818182
Yahoo,2024-09-17,1,0.8725953921675682,8,0.125
Yahoo,2024-09-18,-4,0.9509595135847727,12,-0.3333333333333333
Yahoo,2024-09-19,2,0.940693587064743,8,0.25
Yahoo,2024-09-20,0,0.9565436071471164,38,0.0
Yahoo,2024-09-21,0,0.9998866021633148,2,0.0
Yahoo,2024-09-22,0,0.9558933973312378,2,0.0
Yahoo,2024-09-23,-1,0.9382934740611485,35,-0.02857142857142857
Yahoo,2024-09-24,-1,0.9100140810012818,5,-0.2
Yahoo,2024-09-25,2,0.9710996627807618,5,0.4
Yahoo,2024-09-26,1,0.9878769755363465,5,0.2
Yahoo,2024-09-27,2,0.9369785700525556,7,0.2857142857142857
Yahoo,2024-09-29,0,0.9997792840003967,1,0.0
Yahoo,2024-09-30,0,0.9923128247261047,5,0.0
Yahoo,2024-10-01,1,0.9935225418635777,7,0.14285714285714285
Yahoo,2024-10-02,0,0.912102974123425,9,0.0
Yahoo,2024-10-03,4,0.995805154244105,6,0.6666666666666666
Yahoo,2024-10-04,1,0.9994963109493256,2,0.5
Yahoo,2024-10-05,1,0.9855169057846069,5,0.2
Yahoo,2024-10-07,2,0.9371786779827542,9,0.2222222222222222
Yahoo,2024-10-08,0,0.991701066493988,3,0.0
Yahoo,2024-10-09,-1,0.9561750988165537,6,-0.16666666666666666
Yahoo,2024-10-10,0,0.9293305436770122,15,0.0
Yahoo,2024-10-11,0,0.9827167126867506,9,0.0
Yahoo,2024-10-14,1,0.9299288630485535,5,0.2
Yahoo,2024-10-15,10,0.9548800161906651,28,0.35714285714285715
Yahoo,2024-10-16,0,0.9350475397976962,11,0.0
Yahoo,2024-10-17,5,0.9916097777230399,7,0.7142857142857143
Yahoo,2024-10-18,2,0.9649249996457782,14,0.14285714285714285
Yahoo,2024-10-19,-2,0.9431569129228592,4,-0.5
Yahoo,2024-10-20,0,0.9995890259742737,3,0.0
Yahoo,2024-10-21,8,0.9297945758570796,23,0.34782608695652173
Yahoo,2024-10-22,5,0.8998067279656728,18,0.2777777777777778
Yahoo,2024-10-23,4,0.9492452505863074,33,0.12121212121212122
Yahoo,2024-10-24,0,0.9623250336874098,21,0.0
Yahoo,2024-10-25,4,0.9718057638720462,19,0.21052631578947367
Yahoo,2024-10-27,0,0.9578647911548615,2,0.0
Yahoo,2024-10-28,4,0.9656925376723794,34,0.11764705882352941
Yahoo,2024-10-29,-1,0.9090532408310816,26,-0.038461538461538464
Yahoo,2024-10-30,2,0.9548400330543518,25,0.08
Yahoo,2024-10-31,0,0.9997099339962006,2,0.0
