Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days)
2024-08-01,RUM,Technology,Software Application,1.592B,6.389999866485596,6.389999866485596,6.010000228881836,6.150000095367432,6.150000095367432,821200,1,0.9830613632996876,6,0.1666666666666666,821200,1.0,0.0,6.150000095367432,6.150000095367432,6.150000095367432
2024-08-02,RUM,Technology,Software Application,1.592B,5.949999809265137,6.139999866485596,5.840000152587891,6.019999980926514,6.019999980926514,1115900,1,0.9528857707977296,5,0.2,1115900,1.0,-0.021138229662604813,6.085000038146973,0.09192396247620031,6.019999980926514
2024-08-05,RUM,Technology,Software Application,1.592B,5.510000228881836,5.994999885559082,5.480000019073486,5.909999847412109,5.909999847412109,1412300,3,0.941629946231842,18,0.1666666666666666,4236900,1.0,-0.01827244748553547,6.026666641235352,0.12013893217608153,5.909999847412109
2024-08-06,RUM,Technology,Software Application,1.592B,5.940000057220459,5.945000171661377,5.670000076293945,5.829999923706055,5.829999923706055,1037800,1,0.9778933942317962,10,0.1,1037800,0.2449432368004909,-0.013536366458805515,5.977499961853027,0.13889453359369405,5.829999923706055
2024-08-07,RUM,Technology,Software Application,1.592B,5.889999866485596,5.974999904632568,5.539999961853027,5.539999961853027,5.539999961853027,903000,-1,0.9752342530659268,7,-0.1428571428571428,-903000,-0.2131275224810592,-0.04974270422780347,5.889999961853027,0.22967372204206846,5.539999961853027
2024-08-08,RUM,Technology,Software Application,1.592B,5.590000152587891,5.849999904632568,5.539999961853027,5.809999942779541,5.809999942779541,765100,3,0.9214579926596748,18,0.1666666666666666,2295300,0.5417404234227855,0.04873645898658152,5.876666625340779,0.20800644714195488,5.809999942779541
2024-08-09,RUM,Technology,Software Application,1.592B,5.949999809265137,5.949999809265137,5.704999923706055,5.849999904632568,5.849999904632568,774600,3,0.9485019511646696,18,0.1666666666666666,2323800,0.5484670395808257,0.006884675085537362,5.872857093811035,0.19015035127633925,5.849999904632568
2024-08-12,RUM,Technology,Software Application,1.592B,5.860000133514404,5.945000171661377,5.559999942779541,5.75,5.75,2285300,3,0.9613692164421082,30,0.1,6855900,1.0,-0.017094001070560583,5.815714223044259,0.14853249081980727,-0.40000009536743164
2024-08-13,RUM,Technology,Software Application,1.592B,6.0,6.15500020980835,5.590000152587891,6.059999942779541,6.059999942779541,2092200,5,0.9199744117887396,19,0.2631578947368421,10461000,1.0,0.05391303352687671,5.821428503308978,0.15815903176616675,0.039999961853027344
2024-08-14,RUM,Technology,Software Application,1.592B,6.119999885559082,6.210000038146973,5.835000038146973,6.050000190734863,6.050000190734863,1487500,6,0.9698605209589004,20,0.3,8925000,0.8531689131058217,-0.0016501241153628055,5.841428552355085,0.17873900690616967,0.1400003433227539
2024-08-15,RUM,Technology,Software Application,1.592B,6.099999904632568,6.369999885559082,6.099999904632568,6.289999961853027,6.289999961853027,1031500,3,0.9800406369295988,11,0.2727272727272727,3094500,0.2958130197877832,0.03966938240526119,5.907142843518939,0.24581256916697813,0.46000003814697266
2024-08-16,RUM,Technology,Software Application,1.592B,6.380000114440918,6.449999809265137,6.250999927520752,6.300000190734863,6.300000190734863,752700,2,0.935901512702306,6,0.3333333333333333,1505400,0.1439059363349584,0.0015898615170881758,6.015714304787772,0.2234470777209,0.7600002288818359
2024-08-19,RUM,Technology,Software Application,1.592B,6.260000228881836,6.460000038146973,6.25,6.409999847412109,6.409999847412109,658300,3,0.9556738896803424,11,0.2727272727272727,1974900,0.1887869228563234,0.017460262436026275,6.101428576878139,0.2453859934057312,0.5999999046325684
2024-08-20,RUM,Technology,Software Application,1.592B,6.400000095367432,6.46999979019165,6.130000114440918,6.170000076293945,6.170000076293945,635200,-1,0.9855371117591858,7,-0.1428571428571428,-635200,-0.0607207723926966,-0.03744146284419314,6.1471428871154785,0.2191433323724975,0.32000017166137695
2024-08-21,RUM,Technology,Software Application,1.592B,6.159999847412109,6.355000019073486,6.119999885559082,6.289999961853027,6.289999961853027,614300,4,0.9374153964659748,17,0.2352941176470588,2457200,0.2348915017684733,0.019448927726944287,6.224285738808768,0.1348896677439752,0.5399999618530273
2024-08-22,RUM,Technology,Software Application,1.592B,6.28000020980835,6.28000020980835,6.110000133514404,6.119999885559082,6.119999885559082,429400,1,0.9345590008629692,9,0.1111111111111111,429400,0.0481120448179271,-0.027027039320341006,6.232857159205845,0.12419256986777595,0.059999942779541016
2024-08-23,RUM,Technology,Software Application,1.592B,6.119999885559082,6.349999904632568,5.920000076293945,5.929999828338623,5.929999828338623,1397700,2,0.916478829724448,7,0.2857142857142857,2795400,0.903344643722734,-0.031045761564275187,6.215714250292097,0.15746507714496522,-0.12000036239624023
2024-08-26,RUM,Technology,Software Application,1.592B,5.960000038146973,6.039999961853027,5.919000148773193,5.989999771118164,5.989999771118164,585900,3,0.8858988334735235,12,0.25,1757700,0.628783000643915,0.010118034488434624,6.172857080187116,0.1738500326346502,-0.3000001907348633
2024-08-27,RUM,Technology,Software Application,1.592B,5.920000076293945,6.03000020980835,5.883999824523926,5.96999979019165,5.96999979019165,416600,0,0.8298481305440267,3,0.0,0,0.0,-0.0033388951069659445,6.1257141658238,0.17831224112227592,-0.3300004005432129
