Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days),EWMA Volatility,Volatility Class,Interest_Rate,Inflation,GDP,Unemployment,Industrial Production,Stock Market Performance,VIX OPEN,VIX HIGH,VIX LOW,VIX CLOSE
2024-08-01,CSIQ,Technology,Solar,727.262M,16.760000228881836,17.049999237060547,15.119999885559082,15.640000343322754,15.640000343322754,2077000,-1.0,0.946571558713913,4.0,-0.25,-2077000.0,1.0,0.0,15.640000343322754,15.640000343322754,15.640000343322754,0.0349869799084838,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.2,19.48,15.95,18.59
2024-08-02,CSIQ,Technology,Solar,727.262M,15.0,15.18000030517578,14.43000030517578,14.489999771118164,14.489999771118164,1968400,-2.0,0.9500855207443236,10.0,-0.2,-3936800.0,1.8954260953298023,-0.0735294467365893,15.06500005722046,0.8131732029742753,14.489999771118164,0.0519931704043373,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.52,29.66,20.01,23.39
2024-08-05,CSIQ,Technology,Solar,727.262M,13.5,14.460000038146973,13.039999961853027,14.0600004196167,14.0600004196167,1557500,0.0,0.5586326420307159,2.0,0.0,0.0,0.0,-0.0296755940851393,14.730000178019203,0.8168843775053379,14.0600004196167,0.0365840260271261,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.39,65.73,23.39,38.57
2024-08-06,CSIQ,Technology,Solar,727.262M,14.170000076293944,14.460000038146973,13.9399995803833,14.050000190734863,14.050000190734863,636600,-1.0,0.8773654997348785,2.0,-0.5,-636600.0,-636600.0,-0.0007112538110513,14.56000018119812,0.7486432527033144,14.050000190734863,0.0307656958276853,Low,5.33,314.121,23386.248,4.2,103.0449,5478.214577,33.71,34.77,24.02,27.71
2024-08-07,CSIQ,Technology,Solar,727.262M,14.5,14.5600004196167,13.40999984741211,13.4399995803833,13.4399995803833,2045300,3.0,0.959401309490204,5.0,0.6,6135900.0,1.0,-0.0434164129587572,14.336000061035156,0.8192864633501278,13.4399995803833,0.0288113827434802,Low,5.33,314.121,23386.248,4.2,103.0449,5478.214577,24.77,29.76,21.97,27.85
2024-08-08,CSIQ,Technology,Solar,727.262M,13.539999961853027,14.1899995803833,13.510000228881836,13.90999984741211,13.90999984741211,1018300,-1.0,0.9788109362125396,4.0,-0.25,-1018300.0,-0.1659577242132368,0.0349702590552762,14.265000025431316,0.753146916316789,13.90999984741211,0.0370189032994956,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,28.34,29.47,23.36,23.79
2024-08-09,CSIQ,Technology,Solar,727.262M,13.90999984741211,13.93000030517578,13.460000038146973,13.539999961853027,13.539999961853027,1189200,1.0,0.8707169209207807,7.0,0.1428571428571428,1189200.0,0.1938101989928128,-0.0265995607201907,14.161428587777277,0.740122420176992,13.539999961853027,0.0328041406293604,Low,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.78,24.52,20.26,20.37
2024-08-12,CSIQ,Technology,Solar,727.262M,13.529999732971191,13.760000228881836,13.18000030517578,13.199999809265137,13.199999809265137,930300,1.0,0.9627084930737814,6.0,0.1666666666666666,930300.0,0.15161589986799,-0.0251107942057453,13.8128570829119,0.4424069361492123,-2.440000534057617,0.0287828767371042,Low,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.79,21.19,18.89,20.71
2024-08-13,CSIQ,Technology,Solar,727.262M,13.350000381469728,14.640000343322754,13.25,14.579999923706056,14.579999923706056,1497700,-1.0,0.9529450178146364,5.0,-0.2,-1497700.0,-0.2440880718395019,0.1045454647258625,13.825714247567314,0.4660422287960766,0.0900001525878924,0.0618718716640583,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.06,20.79,17.95,18.12
2024-08-14,CSIQ,Technology,Solar,727.262M,14.65999984741211,14.850000381469728,14.010000228881836,14.170000076293944,14.170000076293944,817200,-1.0,0.9995919913053511,4.0,-0.25,-817200.0,-0.1331833960788148,-0.0281207029874864,13.841428484235491,0.4769846809100672,0.1099996566772443,0.0570180206730446,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,18.41,18.49,16.12,16.19
2024-08-15,CSIQ,Technology,Solar,727.262M,14.600000381469728,15.020000457763672,14.539999961853027,14.710000038146973,14.710000038146973,1028900,-1.0,0.5416594743728638,1.0,-1.0,-1028900.0,-0.1676852621457324,0.0381086774132368,13.935714176722936,0.57933469885645,0.6599998474121094,0.0519050584787588,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.27,16.68,14.77,15.23
2024-08-16,CSIQ,Technology,Solar,727.262M,14.670000076293944,14.949999809265137,14.550000190734863,14.75,14.75,847100,0.0,0.9984105428059896,3.0,0.0,0.0,0.0,0.0027192360128684,14.122857093811035,0.6035924812938364,1.3100004196166992,0.0451385653880134,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,15.29,15.76,14.65,14.8
2024-08-19,CSIQ,Technology,Solar,727.262M,14.460000038146973,14.9399995803833,14.4399995803833,14.859999656677246,14.859999656677246,846700,2.0,0.9329376071691512,4.0,0.5,1693400.0,1.0,0.0074576038425251,14.258571352277484,0.6525700130807743,0.9499998092651368,0.0390916355017032,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,15.94,16.07,14.46,14.65
2024-08-20,CSIQ,Technology,Solar,727.262M,14.6899995803833,14.859999656677246,14.380000114440918,14.489999771118164,14.489999771118164,1205300,1.0,0.8007412552833557,2.0,0.5,1205300.0,0.7117633164048659,-0.024899050747476,14.394285610743932,0.5720389675080902,0.9499998092651368,0.0374253405137938,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,14.89,15.93,14.78,15.88
2024-08-21,CSIQ,Technology,Solar,727.262M,14.56999969482422,14.81999969482422,14.520000457763672,14.5600004196167,14.5600004196167,1150400,1.0,0.9998425245285034,3.0,0.3333333333333333,1150400.0,0.679343332939648,0.0048309627056075,14.588571412222723,0.2237131704357252,1.3600006103515625,0.0324647764583645,Low,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.25,17.17,15.92,16.27
2024-08-22,CSIQ,Technology,Solar,727.262M,13.289999961853027,13.960000038146973,12.18000030517578,12.279999732971191,12.279999732971191,6492500,-2.0,0.9193675373051616,37.0,-0.054054054054054,-12985000.0,-7.668005196645801,-0.1565934492401292,14.25999995640346,0.9012954392179932,-2.300000190734865,0.0792144639343022,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.27,18.06,15.76,17.55
