Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days),EWMA Volatility,Volatility Class,Interest_Rate,Inflation,GDP,Unemployment,Industrial Production,Stock Market Performance,VIX OPEN,VIX HIGH,VIX LOW,VIX CLOSE,Event_Flag
2024-08-01,PATH,Technology,Software Infrastructure,6.803B,12.15999984741211,12.25,11.640000343322754,11.800000190734863,11.800000190734863,10249900,-20.0,0.9453805487580093,163.0,-0.1226993865030674,-204998000.0,1.0,0.0,11.800000190734863,11.800000190734863,11.800000190734863,0.0253750334915194,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.2,19.48,15.95,18.59,0
2024-08-02,PATH,Technology,Software Infrastructure,6.803B,11.329999923706056,11.479999542236328,11.1899995803833,11.40999984741211,11.40999984741211,11855600,6.0,0.944097115443303,39.0,0.1538461538461538,71133600.0,1.0,-0.0330508760185422,11.605000019073486,0.275771887428601,11.40999984741211,0.023370498556867,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.52,29.66,20.01,23.39,0
2024-08-05,PATH,Technology,Software Infrastructure,6.803B,10.369999885559082,11.350000381469728,10.369999885559082,11.130000114440918,11.130000114440918,14810400,-1.0,0.9436139621232684,57.0,-0.0175438596491228,-14810400.0,-0.2082054050406559,-0.0245398542257384,11.446666717529297,0.3365016643073495,11.130000114440918,0.0186265654178185,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.39,65.73,23.39,38.57,0
2024-08-06,PATH,Technology,Software Infrastructure,6.803B,11.34000015258789,11.359999656677246,10.81999969482422,10.890000343322754,10.890000343322754,15715000,-1.0,0.9555032670497894,60.0,-0.0166666666666666,-15715000.0,-0.2209223208160419,-0.021563321531935,11.30750012397766,0.3910988064809311,10.890000343322754,0.0154618764735296,Low,5.33,314.121,23386.248,4.2,103.0449,5478.214577,33.71,34.77,24.02,27.71,0
2024-08-07,PATH,Technology,Software Infrastructure,6.803B,11.039999961853027,11.255000114440918,10.729999542236328,10.75,10.75,10206200,-2.0,0.9414135953959296,17.0,-0.1176470588235294,-20412400.0,-0.286958624335054,-0.0128558621587735,11.196000099182127,0.4205710225040809,10.75,0.0128281391963302,Low,5.33,314.121,23386.248,4.2,103.0449,5478.214577,24.77,29.76,21.97,27.85,0
2024-08-08,PATH,Technology,Software Infrastructure,6.803B,10.920000076293944,11.170000076293944,10.84000015258789,11.130000114440918,11.130000114440918,7223200,4.0,0.944138925651024,29.0,0.1379310344827586,28892800.0,0.4061765466671165,0.035348847854969,11.18500010172526,0.377133912079528,11.130000114440918,0.0262039984620576,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,28.34,29.47,23.36,23.79,0
2024-08-09,PATH,Technology,Software Infrastructure,6.803B,11.149999618530272,11.460000038146973,11.109999656677246,11.369999885559082,11.369999885559082,10309900,1.0,0.953180491924286,4.0,0.25,10309900.0,0.1449371323818842,0.021563321531935,11.21142864227295,0.3513036635002641,11.369999885559082,0.0250056005285785,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.78,24.52,20.26,20.37,0
2024-08-12,PATH,Technology,Software Infrastructure,6.803B,11.4399995803833,11.524999618530272,11.100000381469728,11.130000114440918,11.130000114440918,8328400,-1.0,0.935866097609202,3.0,-0.3333333333333333,-8328400.0,-0.117081098102725,-0.0211081595016535,11.115714345659528,0.236844229887094,-0.6700000762939453,0.0245588591424322,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.79,21.19,18.89,20.71,0
2024-08-13,PATH,Technology,Software Infrastructure,6.803B,11.199999809265137,11.619999885559082,11.119999885559082,11.529999732971191,11.529999732971191,10728400,-3.0,0.9040416370738636,22.0,-0.1363636363636363,-32185200.0,-1.1139522649241334,0.0359388692198918,11.132857186453682,0.264430968323056,0.119999885559082,0.0277679825124226,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.06,20.79,17.95,18.12,0
2024-08-14,PATH,Technology,Software Infrastructure,6.803B,11.550000190734863,11.56999969482422,11.3149995803833,11.43000030517578,11.43000030517578,6444200,-1.0,0.99286250770092,4.0,-0.25,-6444200.0,-0.2230382655886587,-0.0086729774597872,11.175714356558665,0.2872197570349145,0.3000001907348615,0.0251365878607319,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,18.41,18.49,16.12,16.19,0
