Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score
2024-08-01,AMD,Technology,Semiconductors,218.917B,145.0,147.2899932861328,130.24000549316406,132.5399932861328,132.5399932861328,94731900,-37,0.9436865514617855,649,-0.05701078582434515
2024-08-02,AMD,Technology,Semiconductors,218.917B,133.5,137.10000610351562,131.3300018310547,132.5,132.5,78562000,23,0.9468342426823517,317,0.07255520504731862
2024-08-05,AMD,Technology,Semiconductors,218.917B,122.16000366210938,139.13999938964844,121.83000183105467,134.82000732421875,134.82000732421875,76089400,0,0.942926378875244,410,0.0
2024-08-06,AMD,Technology,Semiconductors,218.917B,135.14999389648438,136.44000244140625,129.10000610351562,130.17999267578125,130.17999267578125,64455600,-15,0.9527354037648514,316,-0.04746835443037975
2024-08-07,AMD,Technology,Semiconductors,218.917B,133.75,136.24000549316406,128.3699951171875,128.6699981689453,128.6699981689453,54676500,16,0.9591055892573462,225,0.07111111111111111
2024-08-08,AMD,Technology,Semiconductors,218.917B,131.97000122070312,136.47999572753906,128.94000244140625,136.32000732421875,136.32000732421875,49037500,6,0.9545677229762076,128,0.046875
2024-08-09,AMD,Technology,Semiconductors,218.917B,134.69000244140625,135.5,132.44000244140625,134.27000427246094,134.27000427246094,40583000,3,0.944763995904838,113,0.02654867256637168
2024-08-12,AMD,Technology,Semiconductors,218.917B,134.44000244140625,137.99000549316406,133.22999572753906,136.77000427246094,136.77000427246094,39724300,11,0.9508115947246552,124,0.08870967741935484
2024-08-13,AMD,Technology,Semiconductors,218.917B,138.1199951171875,141.19000244140625,137.52000427246094,141.1300048828125,141.1300048828125,42218000,9,0.9496843756084713,142,0.06338028169014084
2024-08-14,AMD,Technology,Semiconductors,218.917B,143.0,143.25,137.63999938964844,140.75,140.75,35506400,-1,0.9343387714028358,100,-0.01
2024-08-15,AMD,Technology,Semiconductors,218.917B,143.0,147.9600067138672,141.80999755859375,147.36000061035156,147.36000061035156,43582400,3,0.9693507541270152,137,0.021897810218978103
2024-08-16,AMD,Technology,Semiconductors,218.917B,145.6999969482422,149.3699951171875,145.1999969482422,148.55999755859375,148.55999755859375,31123900,9,0.9390860074444819,95,0.09473684210526316
2024-08-19,AMD,Technology,Semiconductors,218.917B,148.42999267578125,155.3699951171875,147.72000122070312,155.27999877929688,155.27999877929688,60766900,11,0.9584490361053553,268,0.041044776119402986
2024-08-20,AMD,Technology,Semiconductors,218.917B,156.49000549316406,162.0399932861328,154.50999450683594,156.39999389648438,156.39999389648438,76851200,16,0.9596418880091772,225,0.07111111111111111
2024-08-21,AMD,Technology,Semiconductors,218.917B,156.1199951171875,158.64999389648438,155.07000732421875,157.80999755859375,157.80999755859375,42791200,2,0.9491605758666992,116,0.017241379310344827
2024-08-22,AMD,Technology,Semiconductors,218.917B,158.8699951171875,159.83999633789062,151.00999450683594,151.6999969482422,151.6999969482422,45737300,-4,0.9542818703469196,157,-0.025477707006369428
2024-08-23,AMD,Technology,Semiconductors,218.917B,153.60000610351562,156.39999389648438,151.8300018310547,154.97999572753906,154.97999572753906,43694600,5,0.9582096176302953,184,0.02717391304347826
2024-08-26,AMD,Technology,Semiconductors,218.917B,154.6999969482422,158.27999877929688,148.91000366210938,149.99000549316406,149.99000549316406,49893300,-2,0.9687005082766215,141,-0.014184397163120567
2024-08-27,AMD,Technology,Semiconductors,218.917B,150.1300048828125,151.6999969482422,148.44000244140625,150.5,150.5,35102700,4,0.933639606042784,98,0.04081632653061224
2024-08-28,AMD,Technology,Semiconductors,218.917B,149.39999389648438,150.42999267578125,144.72000122070312,146.36000061035156,146.36000061035156,34075800,-2,0.9421546084021554,197,-0.01015228426395939
2024-08-29,AMD,Technology,Semiconductors,218.917B,146.58999633789062,149.49000549316406,144.47000122070312,145.49000549316406,145.49000549316406,31602100,24,0.9414091309469738,178,0.1348314606741573
2024-08-30,AMD,Technology,Semiconductors,218.917B,147.52000427246094,148.99000549316406,145.25,148.55999755859375,148.55999755859375,31169100,-2,0.9442690924594275,76,-0.02631578947368421
2024-09-03,AMD,Technology,Semiconductors,218.917B,146.41000366210938,146.49000549316406,136.10000610351562,136.94000244140625,136.94000244140625,42172700,-21,0.93720864136535,166,-0.12650602409638553
2024-09-04,AMD,Technology,Semiconductors,218.917B,140.50999450683594,143.3699951171875,138.50999450683594,140.8699951171875,140.8699951171875,42130600,10,0.9470169217586516,125,0.08
2024-09-05,AMD,Technology,Semiconductors,218.917B,138.1999969482422,141.7100067138672,137.8300018310547,139.44000244140625,139.44000244140625,25023000,-5,0.9403489176617112,86,-0.05813953488372093
2024-09-06,AMD,Technology,Semiconductors,218.917B,138.6999969482422,139.1300048828125,132.11000061035156,134.35000610351562,134.35000610351562,39993500,-18,0.9477744670522293,149,-0.12080536912751678
2024-09-09,AMD,Technology,Semiconductors,218.917B,136.10000610351562,138.4499969482422,134.86000061035156,138.14999389648438,138.14999389648438,27194500,5,0.9522318554961164,46,0.10869565217391304
2024-09-10,AMD,Technology,Semiconductors,218.917B,139.05999755859375,143.0800018310547,137.25,142.83999633789062,142.83999633789062,37217500,11,0.9548094048219566,85,0.12941176470588237
2024-09-11,AMD,Technology,Semiconductors,218.917B,145.32000732421875,150.16000366210938,140.7100067138672,149.86000061035156,149.86000061035156,50935400,18,0.9534564018249512,102,0.17647058823529413
2024-09-12,AMD,Technology,Semiconductors,218.917B,148.42999267578125,151.5399932861328,147.64999389648438,150.77000427246094,150.77000427246094,29286200,10,0.9589576148986816,75,0.13333333333333333
2024-09-13,AMD,Technology,Semiconductors,218.917B,152.32000732421875,153.02999877929688,150.6999969482422,152.30999755859375,152.30999755859375,25117200,4,0.966340784988706,63,0.06349206349206349
2024-09-16,AMD,Technology,Semiconductors,218.917B,151.6999969482422,154.44000244140625,150.91000366210938,152.0800018310547,152.0800018310547,27677800,3,0.952180844003504,55,0.05454545454545454
2024-09-17,AMD,Technology,Semiconductors,218.917B,153.5500030517578,154.0399932861328,149.22999572753906,150.82000732421875,150.82000732421875,29889000,-4,0.9563497776786486,72,-0.05555555555555555
2024-09-18,AMD,Technology,Semiconductors,218.917B,150.89999389648438,152.82000732421875,148.00999450683594,148.2899932861328,148.2899932861328,26320100,3,0.9630192012003024,73,0.0410958904109589
2024-09-19,AMD,Technology,Semiconductors,218.917B,153.80999755859375,159.25,152.77000427246094,156.74000549316406,156.74000549316406,44500000,20,0.9571377000638415,140,0.14285714285714285
2024-09-20,AMD,Technology,Semiconductors,218.917B,156.0,157.4499969482422,152.47000122070312,155.9499969482422,155.9499969482422,40248200,2,0.9671664270369904,92,0.021739130434782608
2024-09-23,AMD,Technology,Semiconductors,218.917B,156.4499969482422,157.19000244140625,154.97000122070312,156.75,156.75,21728500,-5,0.9440818493780884,46,-0.10869565217391304
2024-09-24,AMD,Technology,Semiconductors,218.917B,157.4600067138672,159.63999938964844,154.5800018310547,158.32000732421875,158.32000732421875,27531200,5,0.9500316143035888,70,0.07142857142857142
2024-09-25,AMD,Technology,Semiconductors,218.917B,158.5,162.9499969482422,158.17999267578125,162.02000427246094,162.02000427246094,35233300,19,0.9513979923945888,108,0.17592592592592593
2024-09-26,AMD,Technology,Semiconductors,218.917B,167.05999755859375,168.67999267578125,164.0500030517578,167.49000549316406,167.49000549316406,38044900,5,0.9596587692169432,94,0.05319148936170213
2024-09-27,AMD,Technology,Semiconductors,218.917B,167.47999572753906,168.72999572753906,163.74000549316406,164.35000610351562,164.35000610351562,27876000,5,0.9503041225852388,66,0.07575757575757576
2024-09-30,AMD,Technology,Semiconductors,218.917B,163.10000610351562,165.0800018310547,162.17999267578125,164.0800018310547,164.0800018310547,21881600,1,0.9366383507566632,53,0.018867924528301886
2024-10-01,AMD,Technology,Semiconductors,218.917B,164.47999572753906,165.39999389648438,158.0800018310547,159.75,159.75,31831900,2,0.9659777445097765,48,0.041666666666666664
2024-10-02,AMD,Technology,Semiconductors,218.917B,159.30999755859375,163.10000610351562,158.6699981689453,159.77999877929688,159.77999877929688,24630400,6,0.9168782686365062,58,0.10344827586206896
2024-10-03,AMD,Technology,Semiconductors,218.917B,159.7100067138672,166.7899932861328,159.39999389648438,162.85000610351562,162.85000610351562,29598800,9,0.9674569763041831,74,0.12162162162162163
2024-10-04,AMD,Technology,Semiconductors,218.917B,166.52999877929688,171.2100067138672,164.4199981689453,170.89999389648438,170.89999389648438,44556500,7,0.9535123808368756,157,0.044585987261146494
2024-10-07,AMD,Technology,Semiconductors,218.917B,171.0800018310547,172.41000366210938,168.2100067138672,170.97000122070312,170.97000122070312,38379900,15,0.9629182037554288,95,0.15789473684210525
2024-10-08,AMD,Technology,Semiconductors,218.917B,171.75,173.60000610351562,170.0,172.8000030517578,172.8000030517578,34730200,-2,0.9422821830695783,71,-0.028169014084507043
2024-10-09,AMD,Technology,Semiconductors,218.917B,174.0500030517578,174.0500030517578,169.5500030517578,171.02000427246094,171.02000427246094,33890700,10,0.943944343498775,84,0.11904761904761904
2024-10-10,AMD,Technology,Semiconductors,218.917B,169.75999450683594,172.00999450683594,162.0,164.17999267578125,164.17999267578125,75113600,-12,0.9450832598445787,474,-0.02531645569620253
2024-10-11,AMD,Technology,Semiconductors,218.917B,164.19000244140625,169.35000610351562,163.00999450683594,167.88999938964844,167.88999938964844,42136200,20,0.955324397507039,176,0.11363636363636363
2024-10-14,AMD,Technology,Semiconductors,218.917B,167.77000427246094,168.89999389648438,165.14999389648438,165.27000427246094,165.27000427246094,31757200,9,0.9180453775020746,130,0.06923076923076923
2024-10-15,AMD,Technology,Semiconductors,218.917B,163.2100067138672,164.1300048828125,155.74000549316406,156.63999938964844,156.63999938964844,50768000,-27,0.9400494026939898,241,-0.11203319502074689
2024-10-16,AMD,Technology,Semiconductors,218.917B,158.07000732421875,158.27999877929688,154.9199981689453,156.1300048828125,156.1300048828125,30575800,-3,0.9469629970090142,145,-0.020689655172413793
2024-10-17,AMD,Technology,Semiconductors,218.917B,160.0,160.44000244140625,156.1999969482422,156.25,156.25,29491900,-13,0.933093601640533,170,-0.07647058823529412
2024-10-18,AMD,Technology,Semiconductors,218.917B,157.41000366210938,158.00999450683594,155.55999755859375,155.97000122070312,155.97000122070312,23823000,7,0.9377098757682776,164,0.042682926829268296
2024-10-21,AMD,Technology,Semiconductors,218.917B,155.75999450683594,158.0,154.14999389648438,157.89999389648438,157.89999389648438,25781200,5,0.9431785284462622,118,0.0423728813559322
2024-10-22,AMD,Technology,Semiconductors,218.917B,156.60000610351562,156.74000549316406,151.91000366210938,154.08999633789062,154.08999633789062,34997400,-10,0.9330771564240437,249,-0.040160642570281124
2024-10-23,AMD,Technology,Semiconductors,218.917B,153.0,153.4499969482422,150.52000427246094,152.91000366210938,152.91000366210938,26095900,7,0.9463062323019152,122,0.05737704918032787
2024-10-24,AMD,Technology,Semiconductors,218.917B,154.74000549316406,155.19000244140625,152.35000610351562,153.44000244140625,153.44000244140625,22877000,5,0.9502579539250104,117,0.042735042735042736
2024-10-25,AMD,Technology,Semiconductors,218.917B,155.39999389648438,158.91000366210938,155.0500030517578,156.22999572753906,156.22999572753906,29758500,4,0.9375724431240198,99,0.04040404040404041
2024-10-28,AMD,Technology,Semiconductors,218.917B,158.5,160.27999877929688,157.0399932861328,159.9199981689453,159.9199981689453,36010100,6,0.9511977906028428,120,0.05
2024-10-29,AMD,Technology,Semiconductors,218.917B,161.10000610351562,167.50999450683594,158.94000244140625,166.25,166.25,71896000,29,0.945048602596222,1255,0.023107569721115537
2024-10-30,AMD,Technology,Semiconductors,218.917B,153.00999450683594,153.1199951171875,148.10000610351562,148.60000610351562,148.60000610351562,87701700,19,0.9449760075698276,938,0.02025586353944563
2024-10-31,AMD,Technology,Semiconductors,218.917B,147.8000030517578,148.67999267578125,143.3300018310547,144.07000732421875,144.07000732421875,44386600,0,0.9013001322746276,3,0.0
