MAE,RMSE,MAPE (%),Directional Accuracy (%),Hit Rate (%),Sharpe Ratio,Information Coefficient (IC)
4.138106012967096,4.706005777456696,4.912880281184462,44.640434192673,44.640434192673,0.056848004,-0.2675668034822493
