Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized Sentiment
2024-08-01,OUST,,Electronic Components,420.064M,13.0600004196167,13.199999809265137,12.260000228881836,12.4399995803833,12.4399995803833,676500,0,0.9760315656661988,10,0.0,0,0.0
2024-08-02,OUST,,Electronic Components,420.064M,11.770000457763672,12.149999618530272,11.491000175476074,11.770000457763672,11.770000457763672,863600,-2,0.9947049468755722,4,-0.5,-1727200,-1727200.0
2024-08-05,OUST,,Electronic Components,420.064M,10.65999984741211,11.28499984741211,10.210000038146973,11.109999656677246,11.109999656677246,1060100,-4,0.922073313168117,7,-0.5714285714285714,-4240400,-4240400.0
2024-08-06,OUST,,Electronic Components,420.064M,11.31999969482422,11.371999740600586,10.899999618530272,10.979999542236328,10.979999542236328,737700,-1,0.9979727466901144,6,-0.1666666666666666,-737700,-737700.0
2024-08-07,OUST,,Electronic Components,420.064M,11.109999656677246,11.390000343322754,10.369999885559082,10.380000114440918,10.380000114440918,838800,-2,0.9604859406297858,11,-0.1818181818181818,-1677600,-1677600.0
2024-08-08,OUST,,Electronic Components,420.064M,10.550000190734863,10.789999961853027,10.329999923706056,10.579999923706056,10.579999923706056,847700,-1,0.9658154504639762,21,-0.0476190476190476,-847700,-847700.0
2024-08-09,OUST,,Electronic Components,420.064M,10.670000076293944,10.770000457763672,10.128999710083008,10.56999969482422,10.56999969482422,810800,-3,0.969955733189216,13,-0.2307692307692307,-2432400,-2432400.0
2024-08-12,OUST,,Electronic Components,420.064M,10.739999771118164,11.199999809265137,10.479999542236328,10.920000076293944,10.920000076293944,1256700,-2,0.9336452126502992,10,-0.2,-2513400,3.4070760471736476
2024-08-13,OUST,,Electronic Components,420.064M,11.239999771118164,11.3100004196167,10.68000030517578,10.880000114440918,10.880000114440918,2120700,-3,0.947034186395732,110,-0.0272727272727272,-6362100,8.624237494916633
2024-08-14,OUST,,Electronic Components,420.064M,9.119999885559082,9.4399995803833,7.769999980926514,7.869999885559082,7.869999885559082,5313100,3,0.9293618029669712,76,0.0394736842105263,15939300,1.0
2024-08-15,OUST,,Electronic Components,420.064M,8.010000228881836,8.319999694824219,7.559999942779541,7.78000020980835,7.78000020980835,2519900,-16,0.9506261855802116,680,-0.0235294117647058,-40318400,-2.529496276498968
2024-08-16,OUST,,Electronic Components,420.064M,7.820000171661377,8.199999809265137,7.639999866485596,8.010000228881836,8.010000228881836,2181500,5,0.9196364853693092,23,0.217391304347826,10907500,0.6843148695363034
2024-08-19,OUST,,Electronic Components,420.064M,7.989999771118164,8.159000396728516,7.75,7.849999904632568,7.849999904632568,1240900,-4,0.9297150373458862,19,-0.2105263157894736,-4963600,-0.31140639802249787
2024-08-20,OUST,,Electronic Components,420.064M,8.119999885559082,8.270000457763672,7.579999923706055,7.840000152587891,7.840000152587891,1256600,2,0.9581601818402607,9,0.2222222222222222,2513200,0.15767317259854574
2024-08-21,OUST,,Electronic Components,420.064M,7.920000076293945,8.0600004196167,7.659999847412109,8.050000190734863,8.050000190734863,1048200,-2,0.9777832474819448,43,-0.0465116279069767,-2096400,-0.13152396905761232
2024-08-22,OUST,,Electronic Components,420.064M,8.050000190734863,8.079999923706055,7.690000057220459,7.690000057220459,7.690000057220459,791200,0,0.9432058036327362,14,0.0,0,0.0
2024-08-23,OUST,,Electronic Components,420.064M,7.730000019073486,7.989999771118164,7.63100004196167,7.650000095367432,7.650000095367432,909300,-1,0.9299678981304168,10,-0.1,-909300,-0.08336465734586294
2024-08-26,OUST,,Electronic Components,420.064M,7.71999979019165,7.75,7.420000076293945,7.590000152587891,7.590000152587891,994400,4,0.9098544933579183,11,0.3636363636363636,3977600,0.36466651386660554
2024-08-27,OUST,,Electronic Components,420.064M,7.590000152587891,7.699999809265137,7.309999942779541,7.489999771118164,7.489999771118164,850300,2,0.9550263245900472,15,0.1333333333333333,1700600,0.42754424778761063
2024-08-28,OUST,,Electronic Components,420.064M,7.380000114440918,7.460000038146973,7.019999980926514,7.239999771118164,7.239999771118164,941500,-5,0.9036457200308105,37,-0.1351351351351351,-4707500,-1.1835026146419951
2024-08-29,OUST,,Electronic Components,420.064M,7.349999904632568,7.445000171661377,7.159999847412109,7.159999847412109,7.159999847412109,634400,2,0.9661968065344768,23,0.0869565217391304,1268800,0.31898632341110217
2024-08-30,OUST,,Electronic Components,420.064M,7.260000228881836,7.295000076293945,6.960000038146973,7.090000152587891,7.090000152587891,1007200,-1,0.909708700577418,30,-0.0333333333333333,-1007200,-0.25321802091713597
2024-09-03,OUST,,Electronic Components,420.064M,7.0,7.03000020980835,6.550000190734863,6.599999904632568,6.599999904632568,1128700,1,0.9385324195027352,16,0.0625,1128700,0.28376407884151245
2024-09-04,OUST,,Electronic Components,420.064M,6.570000171661377,6.880000114440918,6.409999847412109,6.420000076293945,6.420000076293945,792900,1,0.9614853589765489,31,0.032258064516129,792900,0.19934131134352373
2024-09-05,OUST,,Electronic Components,420.064M,6.420000076293945,6.5,6.230000019073486,6.25,6.25,881900,3,0.949882541783154,32,0.09375,2645700,1.0
2024-09-06,OUST,,Electronic Components,420.064M,6.199999809265137,6.239999771118164,5.840000152587891,5.900000095367432,5.900000095367432,1150000,-4,0.9329867678530076,34,-0.1176470588235294,-4600000,-1.7386702951959785
2024-09-09,OUST,,Electronic Components,420.064M,6.019999980926514,6.320000171661377,5.940000057220459,6.099999904632568,6.099999904632568,1196200,3,0.9446610254900796,14,0.2142857142857142,3588600,1.0
2024-09-10,OUST,,Electronic Components,420.064M,6.139999866485596,6.324999809265137,6.019999980926514,6.239999771118164,6.239999771118164,1110400,6,0.9566561182339988,24,0.25,6662400,1.0
2024-09-11,OUST,,Electronic Components,420.064M,6.199999809265137,6.360000133514404,6.110000133514404,6.210000038146973,6.210000038146973,941900,5,0.9063091705242792,30,0.1666666666666666,4709500,0.7068774015369836
2024-09-12,OUST,,Electronic Components,420.064M,6.199999809265137,6.300000190734863,5.980000019073486,6.139999866485596,6.139999866485596,1306700,-1,0.9453648416435018,17,-0.0588235294117647,-1306700,-0.19613052353506244
2024-09-13,OUST,,Electronic Components,420.064M,6.199999809265137,6.869999885559082,6.183000087738037,6.659999847412109,6.659999847412109,1918100,3,0.9301305130908364,19,0.1578947368421052,5754300,0.8636977665706052
2024-09-16,OUST,,Electronic Components,420.064M,6.730000019073486,6.744999885559082,6.170000076293945,6.289999961853027,6.289999961853027,1134500,0,0.9535970176969256,14,0.0,0,0.0
2024-09-17,OUST,,Electronic Components,420.064M,6.360000133514404,6.440999984741211,6.230000019073486,6.289999961853027,6.289999961853027,750900,-1,0.9457832193374632,25,-0.04,-750900,-0.1127071325648415
2024-09-18,OUST,,Electronic Components,420.064M,6.289999961853027,6.449999809265137,6.019999980926514,6.019999980926514,6.019999980926514,974100,1,0.989238749379697,23,0.0434782608695652,974100,0.1462085734870317
2024-09-19,OUST,,Electronic Components,420.064M,6.320000171661377,6.439000129699707,6.130000114440918,6.170000076293945,6.170000076293945,815500,3,0.9606379762939784,23,0.1304347826086956,2446500,0.4251603148949481
