Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume
2024-08-01,ON,Technology,Semiconductors,27.575B,76.27999877929688,76.9000015258789,70.9800033569336,71.9000015258789,71.9000015258789,11569500
2024-08-02,ON,Technology,Semiconductors,27.575B,69.5,69.8499984741211,67.12999725341797,67.94999694824219,67.94999694824219,11552900
2024-08-05,ON,Technology,Semiconductors,27.575B,66.8499984741211,71.91999816894531,66.51000213623047,68.97000122070312,68.97000122070312,10311900
2024-08-06,ON,Technology,Semiconductors,27.575B,69.0199966430664,70.72000122070312,67.44999694824219,68.51000213623047,68.51000213623047,6388300
2024-08-07,ON,Technology,Semiconductors,27.575B,70.08000183105469,71.20999908447266,66.18000030517578,66.38999938964844,66.38999938964844,7370100
2024-08-08,ON,Technology,Semiconductors,27.575B,68.94999694824219,72.4800033569336,68.2300033569336,72.2300033569336,72.2300033569336,9541700
2024-08-09,ON,Technology,Semiconductors,27.575B,70.97000122070312,71.88999938964844,69.91999816894531,71.30000305175781,71.30000305175781,4275600
2024-08-12,ON,Technology,Semiconductors,27.575B,71.31999969482422,71.66000366210938,69.61000061035156,70.37000274658203,70.37000274658203,3962500
2024-08-13,ON,Technology,Semiconductors,27.575B,71.38999938964844,73.33999633789062,70.72000122070312,72.91000366210938,72.91000366210938,5650600
2024-08-14,ON,Technology,Semiconductors,27.575B,73.05000305175781,73.23999786376953,70.27999877929688,71.08000183105469,71.08000183105469,5065100
2024-08-15,ON,Technology,Semiconductors,27.575B,73.0,76.62000274658203,72.81999969482422,75.87999725341797,75.87999725341797,8367500
2024-08-16,ON,Technology,Semiconductors,27.575B,75.0,76.4800033569336,74.81999969482422,75.83999633789062,75.83999633789062,5390100
2024-08-19,ON,Technology,Semiconductors,27.575B,75.63999938964844,77.7699966430664,75.01000213623047,77.72000122070312,77.72000122070312,5014000
2024-08-20,ON,Technology,Semiconductors,27.575B,76.77999877929688,77.08000183105469,75.20999908447266,75.81999969482422,75.81999969482422,5060000
2024-08-21,ON,Technology,Semiconductors,27.575B,76.95999908447266,77.94000244140625,75.88999938964844,76.68000030517578,76.68000030517578,5330300
2024-08-22,ON,Technology,Semiconductors,27.575B,76.97000122070312,77.0,73.11000061035156,73.37000274658203,73.37000274658203,7232300
