Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days)_USP1_2,Momentum (7 Days),EWMA Volatility,Volatility Class,Interest_Rate,Inflation,GDP,Unemployment,Industrial Production,Stock Market Performance,VIX OPEN,VIX HIGH,VIX LOW,VIX CLOSE,Normalized VWS,Normalized Volatility,Normalized EWMA Volatility,Event Flag,Volatility (7 Days)_USP3,Close
2024-08-01,ENPH,Technology,Solar,8.042B,115.7699966430664,118.27999877929688,109.04000091552734,109.68000030517578,3263400,-2.0,0.9482270346747504,9.0,-0.2222222222222222,-6526800.0,1.0,0.0,109.68000030517578,109.68000030517578,109.68000030517578,0.0299763716145093,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.2,19.48,15.95,18.59,0.3305726444352729,1.0,0.27533497978237,0.0,109.68000030517578,109.68000030517578
2024-08-02,ENPH,Technology,Solar,8.042B,105.06999969482422,108.47000122070312,103.30999755859376,105.19000244140624,2869100,0.0,0.9173438038144792,14.0,0.0,0.0,0.0,-0.0409372524733451,107.43500137329102,3.174907936984563,105.19000244140624,0.0289470088270481,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.52,29.66,20.01,23.39,0.3607038556390533,0.0145880504991521,0.2577598799154512,0.0,3.174907936984563,105.19000244140624
2024-08-05,ENPH,Technology,Solar,8.042B,99.91000366210938,108.45999908447266,96.77999877929688,103.38999938964844,3883000,1.0,0.912826094031334,20.0,0.05,3883000.0,1.0,-0.0171119213801753,106.08666737874348,3.239449627131319,103.38999938964844,0.0204289635602249,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.39,65.73,23.39,38.57,0.3786298673299706,0.0151852064782458,0.1123247640758905,0.0,3.239449627131319,103.38999938964844
2024-08-06,ENPH,Technology,Solar,8.042B,102.63999938964844,104.86000061035156,100.8000030517578,101.52999877929688,2772400,-1.0,0.9642884863747492,9.0,-0.1111111111111111,-2772400.0,-0.713984032964203,-0.017990140451996,104.94750022888184,3.4909640176379906,101.52999877929688,0.0164314796429128,Low,5.33,314.121,23386.248,4.2,103.0449,5478.214577,33.71,34.77,24.02,27.71,0.3479049695170087,0.0175122809905131,0.0440726571229664,0.0,3.4909640176379906,101.52999877929688
2024-08-07,ENPH,Technology,Solar,8.042B,107.04000091552734,108.87999725341795,103.20999908447266,103.41999816894533,3295000,0.0,0.9994002282619476,6.0,0.0,0.0,0.0,0.0186151818415449,104.64199981689453,3.099479768921624,103.41999816894533,0.0208592602849412,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,24.77,29.76,21.97,27.85,0.3607038556390533,0.0138901700834324,0.1196715498752383,0.0,3.099479768921624,103.41999816894533
2024-08-08,ENPH,Technology,Solar,8.042B,102.94000244140624,109.3000030517578,102.66999816894533,108.8000030517578,3067300,3.0,0.9061497807502746,20.0,0.15,9201900.0,1.0,0.0520209338432184,105.3350003560384,3.2506796756810368,108.8000030517578,0.0328120988521139,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,28.34,29.47,23.36,23.79,0.4031847639518661,0.0152891097169389,0.3237515244674198,0.0,3.2506796756810368,108.8000030517578
2024-08-09,ENPH,Technology,Solar,8.042B,107.91999816894533,108.8000030517578,105.11000061035156,107.86000061035156,2417700,3.0,0.9245341002941132,10.0,0.3,7253100.0,0.7882176507025723,-0.0086397280794106,105.69571467808316,3.1171411661652666,107.86000061035156,0.0292678866035607,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.78,24.52,20.26,20.37,0.39418805738909,0.0140535777806775,0.2632384721435546,0.0,3.1171411661652666,107.86000061035156
2024-08-12,ENPH,Technology,Solar,8.042B,107.86000061035156,109.80999755859376,107.08999633789062,109.11000061035156,1707600,1.0,0.9929449260234832,4.0,0.25,1707600.0,0.1855703713363544,0.0115890969119838,105.61428615025112,3.0009947387443545,-0.5699996948242188,0.0253866797476562,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.79,21.19,18.89,20.71,0.3685870535693676,0.0129789617700483,0.1969716525852823,0.0,3.0009947387443545,109.11000061035156
2024-08-13,ENPH,Technology,Solar,8.042B,110.0,112.70999908447266,109.4000015258789,112.5199966430664,1754200,1.0,0.9106743506022862,7.0,0.1428571428571428,1754200.0,0.1906345428661472,0.0312528275468759,106.66142817905973,3.955356964028534,7.329994201660171,0.0248430830245737,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.06,20.79,17.95,18.12,0.3688021841758051,0.0218089615384737,0.1876904090704784,0.0,3.955356964028534,112.5199966430664
2024-08-14,ENPH,Technology,Solar,8.042B,113.06999969482422,113.22000122070312,109.2699966430664,111.1500015258789,1517700,1.0,0.9735595186551412,3.0,0.3333333333333333,1517700.0,0.1649333289864049,-0.0121755701924998,107.76999991280692,3.9730680340864577,7.760002136230469,0.0243962471066088,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,18.41,18.49,16.12,16.19,0.3677103732654518,0.0219728288211121,0.180061236947666,0.0,3.9730680340864577,111.1500015258789
