Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume
2024-08-01,NXT,,Solar,5.426B,49.84000015258789,49.939998626708984,46.209999084472656,46.83000183105469,46.83000183105469,3863100
2024-08-02,NXT,,Solar,5.426B,43.400001525878906,43.84000015258789,38.849998474121094,41.97999954223633,41.97999954223633,8965100
2024-08-05,NXT,,Solar,5.426B,39.060001373291016,41.279998779296875,38.130001068115234,39.810001373291016,39.810001373291016,5169000
2024-08-06,NXT,,Solar,5.426B,40.34000015258789,40.70000076293945,39.119998931884766,40.040000915527344,40.040000915527344,3358800
2024-08-07,NXT,,Solar,5.426B,41.060001373291016,42.27000045776367,39.599998474121094,39.83000183105469,39.83000183105469,4327900
2024-08-08,NXT,,Solar,5.426B,40.13999938964844,40.970001220703125,39.334999084472656,40.189998626708984,40.189998626708984,3078800
2024-08-09,NXT,,Solar,5.426B,40.0,40.58000183105469,38.29999923706055,39.779998779296875,39.779998779296875,3399900
2024-08-12,NXT,,Solar,5.426B,39.599998474121094,39.970001220703125,38.790000915527344,38.97999954223633,38.97999954223633,2223300
2024-08-13,NXT,,Solar,5.426B,39.459999084472656,39.56999969482422,38.54999923706055,39.11000061035156,39.11000061035156,3453900
2024-08-14,NXT,,Solar,5.426B,39.09000015258789,39.209999084472656,37.970001220703125,38.2599983215332,38.2599983215332,3080400
2024-08-15,NXT,,Solar,5.426B,39.130001068115234,39.540000915527344,38.27000045776367,38.900001525878906,38.900001525878906,3327700
2024-08-16,NXT,,Solar,5.426B,38.58000183105469,39.38999938964844,38.29999923706055,38.939998626708984,38.939998626708984,2729800
2024-08-19,NXT,,Solar,5.426B,39.08000183105469,40.540000915527344,39.04999923706055,40.279998779296875,40.279998779296875,2664700
2024-08-20,NXT,,Solar,5.426B,40.04999923706055,40.810001373291016,38.869998931884766,39.599998474121094,39.599998474121094,2209300
