Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume
2024-08-01,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,204.1300048828125,209.0800018310547,192.32000732421875,195.92453002929688,195.92453002929688,11268300
2024-08-02,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,187.8699951171875,189.57000732421875,179.6300048828125,181.4622344970703,181.4622344970703,12991600
2024-08-05,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,175.16000366210938,187.1699981689453,171.61000061035156,181.54208374023438,181.54208374023438,10079100
2024-08-06,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,183.32000732421875,188.50999450683594,180.3000030517578,182.95936584472656,182.95936584472656,5803900
2024-08-07,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,190.0,191.39999389648438,177.94000244140625,178.16854858398438,178.16854858398438,6652100
2024-08-08,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,185.25999450683594,190.8300018310547,181.19000244140625,190.18553161621094,190.18553161621094,8637100
2024-08-09,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,190.00999450683594,193.32000732421875,188.0500030517578,190.81431579589844,190.81431579589844,5050800
2024-08-12,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,191.5,196.39999389648438,190.35000610351562,192.7206573486328,192.7206573486328,5568100
2024-08-13,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,196.44000244140625,201.8300018310547,193.72000122070312,200.41592407226562,200.41592407226562,6198900
2024-08-14,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,202.69000244140625,204.80999755859375,197.72999572753906,201.2443389892578,201.2443389892578,5377900
2024-08-15,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,207.30999755859375,213.0,205.1300048828125,211.42481994628906,211.42481994628906,12073500
2024-08-16,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,204.9499969482422,208.88999938964844,201.17999267578125,207.50233459472656,207.50233459472656,11644600
2024-08-19,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,207.0,211.11000061035156,202.5,210.53652954101562,210.53652954101562,5285400
2024-08-20,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,209.2899932861328,210.58999633789062,204.35000610351562,205.7656707763672,205.7656707763672,4860300
2024-08-21,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,208.0500030517578,210.0,206.57000732421875,208.72000122070312,208.72000122070312,4460500
2024-08-22,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,208.6300048828125,210.33999633789062,199.44000244140625,200.1999969482422,200.1999969482422,6621900
2024-08-23,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,202.16000366210938,205.8300018310547,200.17999267578125,202.6699981689453,202.6699981689453,5296400
2024-08-26,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,200.6699981689453,201.25999450683594,195.14999389648438,196.22999572753906,196.22999572753906,7333900
2024-08-27,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,194.77999877929688,196.8000030517578,191.7899932861328,195.77000427246094,195.77000427246094,6632500
2024-08-28,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,194.67999267578125,196.63999938964844,190.8000030517578,192.88999938964844,192.88999938964844,6412500
2024-08-29,AMAT,Technology,Semiconductor Equipment & Materials,139.225B,196.6699981689453,198.30999755859375,191.6699981689453,192.97999572753906,192.97999572753906,6730300
