Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days)
2024-08-01,LYFT,,Software Application,7.516B,12.050000190734863,12.15999984741211,11.329999923706056,11.420000076293944,11.420000076293944,13654500,0.0,0.9443887546658516,8.0,0.0,0.0,0.0,0.0,11.420000076293944,11.420000076293944,11.420000076293944
2024-08-02,LYFT,,Software Application,7.516B,11.010000228881836,11.100000381469728,10.609999656677246,10.920000076293944,10.920000076293944,16353600,-2.0,0.964817331896888,9.0,-0.2222222222222222,-32707200.0,-32707200.0,-0.04378283683534456,11.170000076293944,0.3535533905932738,10.920000076293944
2024-08-05,LYFT,,Software Application,7.516B,9.9350004196167,10.720000267028809,9.8100004196167,10.56999969482422,10.56999969482422,18485900,-1.0,0.9943575263023376,1.0,-1.0,-18485900.0,-18485900.0,-0.032051316760476345,10.96999994913737,0.427200365856512,10.56999969482422
2024-08-06,LYFT,,Software Application,7.516B,10.949999809265137,11.166000366210938,10.5649995803833,10.970000267028809,10.970000267028809,27961600,-1.0,0.9984675700014288,11.0,-0.0909090909090909,-27961600.0,-27961600.0,0.03784300697761189,10.97000002861023,0.3488076380929519,10.970000267028809
2024-08-07,LYFT,,Software Application,7.516B,9.25,9.800000190734863,8.925000190734863,9.079999923706056,9.079999923706056,74249500,6.0,0.9482659175448174,137.0,0.0437956204379562,445497000.0,1.0,-0.1722880854436527,10.592000007629395,0.8975913076682197,9.079999923706056
2024-08-08,LYFT,,Software Application,7.516B,9.210000038146973,10.074999809265137,9.119999885559082,10.06999969482422,10.06999969482422,27856300,-3.0,0.9579900865969452,23.0,-0.1304347826086956,-83568900.0,-0.1875857749883837,0.10903081271327686,10.5049999554952,0.8306323969779607,10.06999969482422
2024-08-09,LYFT,,Software Application,7.516B,10.0600004196167,10.170000076293944,9.5600004196167,9.760000228881836,9.760000228881836,18735400,2.0,0.9474798880125348,19.0,0.1052631578947368,37470800.0,0.084110106240895,-0.030784456339330246,10.398571423121862,0.8088558029379886,9.760000228881836
2024-08-12,LYFT,,Software Application,7.516B,9.720000267028809,9.829999923706056,9.529999732971191,9.710000038146973,9.710000038146973,13006300,-1.0,0.898115599155426,5.0,-0.2,-13006300.0,-0.0291950338610585,-0.005122970242039782,10.154285703386579,0.6998299469987882,-1.7100000381469709
2024-08-13,LYFT,,Software Application,7.516B,9.739999771118164,10.079999923706056,9.675000190734863,10.0600004196167,10.0600004196167,14601800,-2.0,0.927659209817648,16.0,-0.125,-29203600.0,-0.065552854452443,0.036045353253831625,10.031428609575544,0.6131185154137214,-0.8599996566772443
2024-08-14,LYFT,,Software Application,7.516B,10.239999771118164,10.289999961853027,9.880000114440918,10.079999923706056,10.079999923706056,10306800,-1.0,0.9048040083476476,14.0,-0.0714285714285714,-10306800.0,-0.0231355093300291,0.0019880221923609387,9.96142864227295,0.5676686642741273,-0.48999977111816406
2024-08-15,LYFT,,Software Application,7.516B,10.369999885559082,10.854999542236328,10.329999923706056,10.8100004196167,10.8100004196167,17785300,-7.0,0.9276833087205888,28.0,-0.25,-124497100.0,-0.2794566517844116,0.07242068466626006,9.938571521214076,0.5216458692690197,-0.15999984741210938
2024-08-16,LYFT,,Software Application,7.516B,10.710000038146973,11.550000190734863,10.68000030517578,11.199999809265137,11.199999809265137,18795000,-7.0,0.9467983186244964,40.0,-0.175,-131565000.0,-3.511134003010344,0.03607764796574031,10.241428647722516,0.5544795670809843,2.1199998855590803
2024-08-19,LYFT,,Software Application,7.516B,11.239999771118164,11.880000114440918,11.1899995803833,11.600000381469728,11.600000381469728,16150100,1.0,0.9858773425221444,8.0,0.125,16150100.0,0.4310049425152385,0.035714337412192876,10.460000174386161,0.7446028276683777,1.5300006866455078
2024-08-20,LYFT,,Software Application,7.516B,11.539999961853027,11.75,11.279999732971191,11.289999961853027,11.289999961853027,13298100,0.0,0.9387505054473876,8.0,0.0,0.0,0.0,-0.026724173226055026,10.678571564810616,0.7292788424572698,1.5299997329711914
2024-08-21,LYFT,,Software Application,7.516B,11.449999809265137,11.765000343322754,11.220000267028809,11.6899995803833,11.6899995803833,13349300,1.0,0.95866938829422,5.0,0.2,13349300.0,0.8265769252202773,0.03542955003381776,10.96142864227295,0.6727907952282202,1.9799995422363281
2024-08-22,LYFT,,Software Application,7.516B,11.68000030517578,11.81999969482422,11.43000030517578,11.470000267028809,11.470000267028809,9458600,-6.0,0.963176788908712,89.0,-0.0674157303370786,-56751600.0,-3.514009201181417,-0.018819445787121136,11.162857191903251,0.5594555027770851,1.4099998474121094
2024-08-23,LYFT,,Software Application,7.516B,11.539999961853027,11.760000228881836,11.234999656677246,11.68000030517578,11.68000030517578,13925600,-4.0,0.9416210055351256,11.0,-0.3636363636363636,-55702400.0,-3.449043659172389,0.01830863411142447,11.391428674970355,0.318089461667262,1.600000381469723
2024-08-26,LYFT,,Software Application,7.516B,11.770000457763672,11.949999809265137,11.579999923706056,11.779999732971191,11.779999732971191,11430700,1.0,0.9999998807907104,1.0,1.0,11430700.0,0.7077788992018625,0.008561594621799617,11.530000005449567,0.21817423821319554,0.9699993133544922
2024-08-27,LYFT,,Software Application,7.516B,11.760000228881836,11.760000228881836,11.479999542236328,11.619999885559082,11.619999885559082,9434200,2.0,0.981615808877078,22.0,0.0909090909090909,18868400.0,1.0,-0.013582330308911983,11.590000016348702,0.1630949769828089,0.4200000762939453
2024-08-28,LYFT,,Software Application,7.516B,11.520000457763672,11.579999923706056,11.265000343322754,11.460000038146973,11.460000038146973,8257600,0.0,0.0,0.0,0.0,0.0,0.0,-0.013769350171074612,11.569999967302595,0.17009791415491035,-0.14000034332275568
2024-08-29,LYFT,,Software Application,7.516B,11.550000190734863,11.6850004196167,11.34000015258789,11.550000190734863,11.550000190734863,7295400,1.0,0.9996057152748108,1.0,1.0,7295400.0,0.3866464565092959,0.007853416430044113,11.607142857142858,0.1196819608729089,0.26000022888183594
2024-08-30,LYFT,,Software Application,7.516B,11.600000381469728,11.800000190734863,11.489999771118164,11.670000076293944,11.670000076293944,8450100,1.0,0.8377865850925446,2.0,0.5,8450100.0,0.4478440143308388,0.01038960030973346,11.604285785130092,0.11759484394887978,-0.019999504089357245
2024-09-03,LYFT,,Software Application,7.516B,11.649999618530272,11.869999885559082,11.260000228881836,11.350000381469728,11.350000381469728,9611500,0.0,0.9905762672424316,1.0,0.0,0.0,0.0,-0.027420710602586218,11.587142944335938,0.14579815450918038,-0.11999988555908025
2024-09-04,LYFT,,Software Application,7.516B,11.279999732971191,11.699999809265137,11.220000267028809,11.34000015258789,11.34000015258789,6694100,-1.0,0.9999301433563232,1.0,-1.0,-6694100.0,-0.3547783595853384,-0.0008810774049103909,11.53857149396624,0.16506835991161573,-0.34000015258788885
2024-09-05,LYFT,,Software Application,7.516B,11.260000228881836,11.890000343322754,11.15999984741211,11.25,11.25,10283400,-1.0,0.955018217364947,12.0,-0.0833333333333333,-10283400.0,-0.5450064658370609,-0.007936521285438536,11.462857246398926,0.1572380160836597,-0.5299997329711914
2024-09-06,LYFT,,Software Application,7.516B,11.239999771118164,11.579999923706056,10.920000076293944,11.0600004196167,11.0600004196167,9280500,-2.0,0.9627432346343994,5.0,-0.4,-18561000.0,-2.1965420527567723,-0.01688885158962672,11.382857322692871,0.20047554360551445,-0.5599994659423828
2024-09-09,LYFT,,Software Application,7.516B,11.079999923706056,11.175000190734863,10.720000267028809,10.800000190734863,10.800000190734863,10120200,-1.0,0.9839604496955872,4.0,-0.25,-10120200.0,-1.1976426314481483,-0.023508157234848115,11.288571630205427,0.2923142021225869,-0.6599998474121094
2024-09-10,LYFT,,Software Application,7.516B,10.859999656677246,11.579999923706056,10.619999885559082,11.270000457763672,11.270000457763672,15124100,1.0,0.9482570687929788,6.0,0.1666666666666666,15124100.0,1.0,0.04351854247484299,11.2485716683524,0.26878912866255467,-0.2799997329711914
2024-09-11,LYFT,,Software Application,7.516B,11.223999977111816,11.970000267028809,11.06999969482422,11.949999809265137,11.949999809265137,14523300,-1.0,0.9481633504231772,9.0,-0.1111111111111111,-14523300.0,-0.9602753221679308,0.060337118356816655,11.288571630205427,0.3504009915628805,0.2799997329711932
2024-09-12,LYFT,,Software Application,7.516B,11.960000038146973,12.06999969482422,11.609999656677246,11.619999885559082,11.619999885559082,11672300,0.0,0.9882027308146158,3.0,0.0,0.0,0.0,-0.02761505681784171,11.327142987932477,0.3724562790529954,0.2699995040893537
2024-09-13,LYFT,,Software Application,7.516B,11.43000030517578,11.520000457763672,11.039999961853027,11.350000381469728,11.350000381469728,21496900,2.0,0.8878662586212158,8.0,0.25,42993800.0,1.0,-0.023235757895737952,11.328571592058454,0.37253298427211234,0.010000228881837714
2024-09-16,LYFT,,Software Application,7.516B,11.31999969482422,11.765000343322754,11.31999969482422,11.68000030517578,11.68000030517578,11636500,2.0,0.906152908007304,15.0,0.1333333333333333,23273000.0,0.541310607575976,0.02907488216871057,11.390000207083565,0.392343231610089,0.4300003051757795
2024-09-17,LYFT,,Software Application,7.516B,11.859999656677246,12.3100004196167,11.699999809265137,12.25,12.25,14684100,0.0,0.997227156162262,5.0,0.0,0.0,0.0,0.04880134245986589,11.560000147138323,0.47469274186910676,1.1899995803833008
2024-09-18,LYFT,,Software Application,7.516B,12.289999961853027,12.65999984741211,12.109999656677246,12.170000076293944,12.170000076293944,11079500,3.0,0.9511214538856788,54.0,0.0555555555555555,33238500.0,0.7730998423028437,-0.006530606016820983,11.755714416503906,0.3826161366833008,1.3699998855590803
2024-09-19,LYFT,,Software Application,7.516B,12.649999618530272,12.789999961853027,12.40999984741211,12.529999732971191,12.529999732971191,11163900,0.0,0.9999025662740072,3.0,0.0,0.0,0.0,0.029580908333640465,11.935714312962123,0.41133332201708533,1.2599992752075195
2024-09-20,LYFT,,Software Application,7.516B,12.4399995803833,12.65999984741211,12.31999969482422,12.470000267028809,12.470000267028809,19941300,0.0,0.0,0.0,0.0,0.0,0.0,-0.0047884650615356295,12.010000092642647,0.4585846662429202,0.5200004577636719
2024-09-23,LYFT,,Software Application,7.516B,12.539999961853027,12.75,12.369999885559082,12.720000267028809,12.720000267028809,8891500,0.0,0.9923318028450012,2.0,0.0,0.0,0.0,0.020048115047840875,12.167143004281181,0.4900581938291067,1.1000003814697266
