Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days)_USP1_2,Momentum (7 Days),EWMA Volatility,Volatility Class,Interest_Rate,Inflation,GDP,Unemployment,Industrial Production,Stock Market Performance,VIX OPEN,VIX HIGH,VIX LOW,VIX CLOSE,Normalized VWS,Normalized Volatility,Normalized EWMA Volatility,Event Flag,Volatility (7 Days)_USP3,Close
2024-08-01,PI,Technology,Communication Equipment,4.993B,157.8000030517578,159.02000427246094,143.77999877929688,144.52000427246094,563600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.52000427246094,144.52000427246094,144.52000427246094,0.0345572086257245,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.2,19.48,15.95,18.59,0.1028760620686904,1.0,0.4197211779624222,0.0,144.52000427246094,144.52000427246094
2024-08-02,PI,Technology,Communication Equipment,4.993B,137.11000061035156,141.3300018310547,134.5800018310547,139.33999633789062,626500,0.0,0.9536250631014506,9.0,0.0,0.0,0.0,-0.035842843768566,141.93000030517578,3.66281873713479,139.33999633789062,0.025344717885763,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.52,29.66,20.01,23.39,0.1028760620686904,0.0131072190305268,0.2624268030903159,0.0,3.66281873713479,139.33999633789062
2024-08-05,PI,Technology,Communication Equipment,4.993B,130.91000366210938,140.5800018310547,129.5500030517578,137.66000366210938,470800,0.0,0.0,0.0,0.0,0.0,0.0,-0.0120567871389014,140.5066680908203,3.5757159182209897,137.66000366210938,0.0176464638939773,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.39,65.73,23.39,38.57,0.1028760620686904,0.0124969474078088,0.1309865570782273,0.0,3.5757159182209897,137.66000366210938
2024-08-06,PI,Technology,Communication Equipment,4.993B,138.9600067138672,144.24000549316406,136.60000610351562,140.25,433100,0.0,0.0,0.0,0.0,0.0,0.0,0.0188144433313242,140.44250106811523,2.922379027280796,140.25,0.0202759745610483,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,33.71,34.77,24.02,27.71,0.1028760620686904,0.0079194495772263,0.1758829101136059,0.0,2.922379027280796,140.25
2024-08-07,PI,Technology,Communication Equipment,4.993B,145.14999389648438,145.2899932861328,137.75,138.47000122070312,1078000,0.0,0.0,0.0,0.0,0.0,0.0,-0.0126916133996212,140.04800109863282,2.6801819926874657,138.47000122070312,0.0175050048187045,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,24.77,29.76,21.97,27.85,0.1028760620686904,0.0062225357555851,0.1285712800979745,0.0,2.6801819926874657,138.47000122070312
2024-08-08,PI,Technology,Communication Equipment,4.993B,143.3300018310547,149.4199981689453,139.8249969482422,148.61000061035156,231600,0.0,0.0,0.0,0.0,0.0,0.0,0.0732288531830558,141.4750010172526,4.238475317562464,148.61000061035156,0.040523138186471,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,28.34,29.47,23.36,23.79,0.1028760620686904,0.0171404624989557,0.5215836587265074,0.0,4.238475317562464,148.61000061035156
2024-08-09,PI,Technology,Communication Equipment,4.993B,147.50999450683594,150.63999938964844,146.00999450683594,150.14999389648438,294900,0.0,0.0,0.0,0.0,0.0,0.0,0.0103626490801962,142.71428571428572,5.071621710073773,150.14999389648438,0.0346996045016306,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.78,24.52,20.26,20.37,0.1028760620686904,0.0229777661277008,0.4221524499080057,0.0,5.071621710073773,150.14999389648438
2024-08-12,PI,Technology,Communication Equipment,4.993B,151.97999572753906,156.16000366210938,149.98500061035156,150.92999267578125,324100,1.0,0.99914813041687,1.0,1.0,324100.0,1.0,0.0051947972760799,143.6299983433315,5.953928600140415,6.4099884033203125,0.030090665495852,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.79,21.19,18.89,20.71,0.1351968566755754,0.0291595047241178,0.3434592712442905,0.0,5.953928600140415,150.92999267578125
2024-08-13,PI,Technology,Communication Equipment,4.993B,154.8699951171875,159.50999450683594,153.0,155.5500030517578,231600,0.0,0.0,0.0,0.0,0.0,0.0,0.0306102868891076,145.94571358816964,7.057386556289886,16.210006713867188,0.0274856350152543,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.06,20.79,17.95,18.12,0.1028760620686904,0.0368907020136883,0.2989808937311414,0.0,7.057386556289886,155.5500030517578
2024-08-14,PI,Technology,Communication Equipment,4.993B,156.77999877929688,158.63900756835938,152.66000366210938,154.64999389648438,168800,0.0,0.0,0.0,0.0,0.0,0.0,-0.0057859796696626,148.37285505022322,6.642221352812769,16.989990234375,0.0258903336682204,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,18.41,18.49,16.12,16.19,0.1028760620686904,0.0339819150699187,0.2717426652001921,0.0,6.642221352812769,154.64999389648438
2024-08-15,PI,Technology,Communication Equipment,4.993B,159.94000244140625,163.8800048828125,157.9320068359375,162.5800018310547,238600,0.0,0.0,0.0,0.0,0.0,0.0,0.0512771306016235,151.56285531180245,7.408825377003579,22.330001831054688,0.0293754875998628,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.27,16.68,14.77,15.23,0.1028760620686904,0.0393530005027333,0.3312482999394294,0.0,7.408825377003579,162.5800018310547
2024-08-16,PI,Technology,Communication Equipment,4.993B,162.22000122070312,164.02000427246094,160.6199951171875,160.85000610351562,175400,0.0,0.0,0.0,0.0,0.0,0.0,-0.0106408888427543,154.75999886648995,5.363773765018961,22.3800048828125,0.0293847296604994,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,15.29,15.76,14.65,14.8,0.1028760620686904,0.0250246816107486,0.3314060991917051,0.0,5.363773765018961,160.85000610351562
