Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days),EWMA Volatility,Volatility Class,Interest_Rate,Inflation,GDP,Unemployment,Industrial Production,Stock Market Performance
2024-08-01,DDOG,Technology,Software Application,42.836B,115.01000213623048,116.69000244140624,111.30999755859376,113.0999984741211,113.0999984741211,4260400,1.0,0.9978286027908324,2.0,0.5,4260400.0,1.0,0.0,113.0999984741211,113.0999984741211,113.0999984741211,0.0343754640945625,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-02,DDOG,Technology,Software Application,42.836B,109.88999938964844,109.91999816894533,106.1999969482422,107.25,107.25,5247300,-1.0,0.7398670315742493,2.0,-0.5,-5247300.0,-1.231644915970331,-0.0517241251374521,110.17499923706056,4.136573590981981,107.25,0.036574479635634,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-05,DDOG,Technology,Software Application,42.836B,99.93000030517578,106.2300033569336,98.8000030517578,104.97000122070312,104.97000122070312,5975800,0.0,0.9967074394226074,1.0,0.0,0.0,0.0,-0.0212587298768939,108.43999989827472,4.1936009172984425,104.97000122070312,0.025773719357666,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-06,DDOG,Technology,Software Application,42.836B,105.63999938964844,107.22000122070312,103.51000213623048,105.47000122070312,105.47000122070312,4623000,0.0,0.9999500513076782,1.0,0.0,0.0,0.0,0.0047632656395681,107.69750022888184,3.7322132136180497,105.47000122070312,0.0227682004204582,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-07,DDOG,Technology,Software Application,42.836B,108.6999969482422,111.25,107.2699966430664,108.04000091552734,108.04000091552734,7819200,1.0,0.9974395235379536,3.0,0.3333333333333333,7819200.0,1.0,0.0243671154364197,107.76600036621092,3.2358187446146314,108.04000091552734,0.0253655792373402,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-08,DDOG,Technology,Software Application,42.836B,115.08000183105467,118.06999969482422,111.0199966430664,114.05999755859376,114.05999755859376,9763000,5.0,0.940535487497554,34.0,0.1470588235294117,48815000.0,1.0,0.0557200721219286,108.81499989827472,3.870247856148237,114.05999755859376,0.0349006566165311,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-09,DDOG,Technology,Software Application,42.836B,113.73999786376952,115.4499969482422,110.62999725341795,112.27999877929688,112.27999877929688,4515400,-1.0,0.9993433952331544,2.0,-0.5,-4515400.0,-0.0925002560688313,-0.015605811129204,109.30999973842076,3.7679600071606543,112.27999877929688,0.0327571433872625,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-12,DDOG,Technology,Software Application,42.836B,113.0500030517578,113.1999969482422,110.0999984741211,112.16000366210938,112.16000366210938,3557600,4.0,0.9509679128726324,66.0,0.0606060606060606,14230400.0,0.2915169517566321,-0.0010687132035276,109.17571476527624,3.624392833374902,-0.9399948120117188,0.0283495450870918,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-13,DDOG,Technology,Software Application,42.836B,112.20999908447266,115.01499938964844,112.20999908447266,114.37000274658205,114.37000274658205,2816200,1.0,0.7520521879196167,1.0,1.0,2816200.0,0.0576912834169824,0.0197039854878255,110.19285801478794,3.975917672040433,7.1200027465820455,0.0255408651499643,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-14,DDOG,Technology,Software Application,42.836B,114.80999755859376,115.3499984741211,113.2699966430664,114.1500015258789,114.1500015258789,2911800,0.0,0.0,0.0,0.0,0.0,0.0,-0.001923591985834,111.50428662981304,3.4445455578050046,9.18000030517578,0.0225504482920675,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-15,DDOG,Technology,Software Application,42.836B,115.43000030517578,118.4000015258789,115.13999938964844,116.33000183105467,116.33000183105467,3846600,0.0,0.0,0.0,0.0,0.0,0.0,0.0190976809113887,113.05571528843473,2.6209341599295812,10.860000610351548,0.0205219805384574,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-16,DDOG,Technology,Software Application,42.836B,116.23999786376952,116.41999816894533,114.7699966430664,114.9800033569336,114.9800033569336,2197900,1.0,1.0,1.0,1.0,2197900.0,0.0450250947454675,-0.0116049037468569,114.0471442086356,1.4651933886815962,6.94000244140625,0.0201844656239221,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-19,DDOG,Technology,Software Application,42.836B,115.33999633789062,117.25,114.12999725341795,117.20999908447266,117.20999908447266,1872500,0.0,0.9999343156814576,1.0,0.0,0.0,0.0,0.0193946396106501,114.4971444266183,1.8915044444888944,3.150001525878892,0.0189430113777814,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-20,DDOG,Technology,Software Application,42.836B,116.6999969482422,117.51000213623048,115.73999786376952,116.0999984741211,116.0999984741211,1834400,0.0,0.0,0.0,0.0,0.0,0.0,-0.0094701870064138,115.04285866873605,1.6850080325691987,3.819999694824219,0.0182567509929782,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-21,DDOG,Technology,Software Application,42.836B,116.51000213623048,117.79000091552734,115.97000122070312,117.73999786376952,117.73999786376952,2223500,0.0,0.0,0.0,0.0,0.0,0.0,0.0141257485891697,115.84000069754464,1.3875140460813575,5.579994201660142,0.0165881118567065,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-22,DDOG,Technology,Software Application,42.836B,117.5,118.72000122070312,115.52999877929688,115.62000274658205,115.62000274658205,2419000,0.0,0.9999665021896362,1.0,0.0,0.0,0.0,-0.0180057342929494,116.01857212611608,1.2393185093239525,1.25,0.0182527725700825,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-23,DDOG,Technology,Software Application,42.836B,117.0,117.66500091552734,115.4800033569336,117.2300033569336,117.2300033569336,1926200,1.0,0.9999960660934448,1.0,1.0,1926200.0,0.8763820010009554,0.0139249314314615,116.45857238769533,0.986261470817848,3.0800018310546875,0.0170869466688167,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-26,DDOG,Technology,Software Application,42.836B,116.41999816894533,117.58999633789062,116.20999908447266,116.73999786376952,116.73999786376952,1388700,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041798641911844,116.51714324951172,0.9895222940464786,0.4099960327148437,0.015229294982652,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-27,DDOG,Technology,Software Application,42.836B,116.25,116.95999908447266,115.52999877929688,116.0199966430664,116.0199966430664,1284900,0.0,0.0,0.0,0.0,0.0,0.0,-0.0061675623940247,116.66571371895928,0.7751096299548087,1.0399932861328125,0.0136793567536869,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-28,DDOG,Technology,Software Application,42.836B,115.5,116.48999786376952,112.26000213623048,113.41999816894533,113.41999816894533,1797600,0.0,0.0,0.0,0.0,0.0,0.0,-0.0224099168190802,116.12428501674108,1.401854558913676,-3.7900009155273295,0.0157110020092418,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-29,DDOG,Technology,Software Application,42.836B,115.27999877929688,116.88999938964844,114.4499969482422,115.18000030517578,115.18000030517578,2328800,-1.0,0.5223764777183533,1.0,-1.0,-2328800.0,-1.2090125635967188,0.0155175644916589,115.99285670689174,1.4469132202736992,-0.9199981689453124,0.0168852860045147,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-08-30,DDOG,Technology,Software Application,42.836B,117.22000122070312,117.97000122070312,114.66000366210938,116.26000213623048,116.26000213623048,2436600,0.0,0.0,0.0,0.0,0.0,0.0,0.0093766437592739,115.78142874581474,1.242799204839682,-1.479995727539034,0.0153377369902121,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577
2024-09-03,DDOG,Technology,Software Application,42.836B,114.87000274658205,115.5009994506836,111.0999984741211,111.4800033569336,111.4800033569336,3355800,0.0,0.0,0.0,0.0,0.0,0.0,-0.0411147315625868,115.19000026157924,2.0532489555347797,-4.139999389648452,0.0241297154168929,Medium,5.13,314.686,23386.248,4.1,102.5497,5621.260449
2024-09-04,DDOG,Technology,Software Application,42.836B,110.7699966430664,111.4000015258789,108.54000091552734,108.6500015258789,108.6500015258789,3536800,-1.0,0.8959752917289734,1.0,-1.0,-3536800.0,-3536800.0,-0.0253857350720888,113.96428571428572,2.9829606493718415,-8.580001831054688,0.0222884365255995,Medium,5.13,314.686,23386.248,4.1,102.5497,5621.260449
