Source,Date,Cumulative Score,Confidence,Text Count,Normalized Score
Yahoo,2024-08-01,4,0.9332983079163925,23,0.17391304347826086
Yahoo,2024-08-02,-3,0.9538084176870493,13,-0.23076923076923078
Yahoo,2024-08-03,2,0.9994676858186722,4,0.5
Yahoo,2024-08-04,0,0.9512442946434021,1,0.0
Yahoo,2024-08-05,5,0.9680053691069285,24,0.20833333333333334
Yahoo,2024-08-06,5,0.9706736573806176,13,0.38461538461538464
Yahoo,2024-08-07,5,0.9637648388743401,16,0.3125
Yahoo,2024-08-08,1,0.8781621989450956,19,0.05263157894736842
Yahoo,2024-08-09,2,0.9451242366007396,14,0.14285714285714285
Yahoo,2024-08-10,1,0.9827037453651428,2,0.5
Yahoo,2024-08-11,-1,0.9961742162704468,2,-0.5
Yahoo,2024-08-12,3,0.892952986061573,8,0.375
Yahoo,2024-08-13,3,0.924557026475668,16,0.1875
Yahoo,2024-08-14,0,0.90302734375,10,0.0
Yahoo,2024-08-15,5,0.976856360068688,13,0.38461538461538464
Yahoo,2024-08-16,4,0.9755182095936367,14,0.2857142857142857
Yahoo,2024-08-17,0,0.5513086915016174,1,0.0
Yahoo,2024-08-18,2,0.9639005810022354,4,0.5
Yahoo,2024-08-19,2,0.8578045414044306,13,0.15384615384615385
Yahoo,2024-08-20,1,0.9748233054813585,19,0.05263157894736842
Yahoo,2024-08-21,4,0.9677608489990235,20,0.2
Yahoo,2024-08-22,-4,0.986571317911148,10,-0.4
Yahoo,2024-08-23,0,0.957030113786459,16,0.0
Yahoo,2024-08-25,1,0.9996199011802673,2,0.5
Yahoo,2024-08-26,1,0.9639777359755143,23,0.043478260869565216
Yahoo,2024-08-27,3,0.9272272446576286,17,0.17647058823529413
Yahoo,2024-08-28,-1,0.9514455172148618,22,-0.045454545454545456
Yahoo,2024-08-29,7,0.947746393084526,20,0.35
Yahoo,2024-08-30,3,0.9473222754895687,16,0.1875
Yahoo,2024-08-31,-1,0.9921231468518575,3,-0.3333333333333333
Yahoo,2024-09-01,1,0.9108722507953644,2,0.5
Yahoo,2024-09-02,1,0.9944260716438293,2,0.5
Yahoo,2024-09-03,2,0.9700926498130515,27,0.07407407407407407
Yahoo,2024-09-04,1,0.9576811698766855,156,0.00641025641025641
Yahoo,2024-09-05,1,0.933996486883222,163,0.006134969325153374
Yahoo,2024-09-06,11,0.9255241500703912,38,0.2894736842105263
Yahoo,2024-09-07,2,0.9467549562454224,5,0.4
Yahoo,2024-09-08,2,0.8766586542129516,5,0.4
Yahoo,2024-09-09,3,0.8905914894172123,21,0.14285714285714285
Yahoo,2024-09-10,-3,0.9446322196408322,19,-0.15789473684210525
Yahoo,2024-09-11,3,0.8954652617959415,17,0.17647058823529413
Yahoo,2024-09-12,7,0.9428403134699221,27,0.25925925925925924
Yahoo,2024-09-13,2,0.9353723714226171,19,0.10526315789473684
Yahoo,2024-09-14,0,0.9988896250724792,1,0.0
Yahoo,2024-09-15,0,0.9876067280769348,5,0.0
Yahoo,2024-09-16,1,0.9320347286187686,26,0.038461538461538464
Yahoo,2024-09-17,2,0.9585145439790643,23,0.08695652173913043
Yahoo,2024-09-18,2,0.93293503022963,31,0.06451612903225806
