Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized Sentiment
2024-08-01,NTAP,Technology,Computer Hardware,24.003B,126.43000030517578,128.1199951171875,121.37000274658205,121.9908447265625,121.9908447265625,1801000,0.0,0.968206822872162,1.0,0.0,0.0,0.0
2024-08-02,NTAP,Technology,Computer Hardware,24.003B,120.20999908447266,120.58000183105467,117.61000061035156,118.5455093383789,118.5455093383789,2385900,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-05,NTAP,Technology,Computer Hardware,24.003B,113.81999969482422,116.02999877929688,113.18000030517578,115.12008666992188,115.12008666992188,2204600,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-06,NTAP,Technology,Computer Hardware,24.003B,116.29000091552734,118.86000061035156,115.80999755859376,116.58385467529295,116.58385467529295,1561400,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-07,NTAP,Technology,Computer Hardware,24.003B,118.16999816894533,119.87999725341795,115.91999816894533,115.73745727539062,115.73745727539062,1859200,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-08,NTAP,Technology,Computer Hardware,24.003B,117.9499969482422,119.37999725341795,116.2300033569336,118.71479034423828,118.71479034423828,1186000,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-09,NTAP,Technology,Computer Hardware,24.003B,118.80999755859376,122.80999755859376,118.01000213623048,121.9709243774414,121.9709243774414,1300100,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-12,NTAP,Technology,Computer Hardware,24.003B,122.48999786376952,124.02999877929688,122.38999938964844,122.40906524658205,122.40906524658205,1169500,0.0,0.0,0.0,0.0,0.0,0.0
2024-08-13,NTAP,Technology,Computer Hardware,24.003B,123.83999633789062,126.54000091552734,123.7300033569336,125.33660888671876,125.33660888671876,1492200,1.0,0.9934200644493104,1.0,1.0,1492200.0,1.0
2024-08-14,NTAP,Technology,Computer Hardware,24.003B,126.27999877929688,127.73999786376952,126.18000030517578,126.57135009765624,126.57135009765624,1163100,0.0,0.0,0.0,0.0,0.0,0.0
