Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days)
2024-08-01,NEON,Technology,Electronic Components,102.879M,2.940000057220459,3.0399999618530273,2.680000066757202,2.809999942779541,2.809999942779541,69100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.809999942779541,2.809999942779541,2.809999942779541
2024-08-02,NEON,Technology,Electronic Components,102.879M,2.7699999809265137,2.7699999809265137,2.5999999046325684,2.700000047683716,2.700000047683716,59900,0.0,0.0,0.0,0.0,0.0,0.0,-0.039145870937996374,2.7549999952316284,0.07778167175206685,2.700000047683716
2024-08-05,NEON,Technology,Electronic Components,102.879M,2.299999952316284,2.630000114440918,2.2200000286102295,2.630000114440918,2.630000114440918,80400,0.0,0.0,0.0,0.0,0.0,0.0,-0.025925900743168362,2.7133333683013916,0.09073763072454419,2.630000114440918
2024-08-06,NEON,Technology,Electronic Components,102.879M,2.640000104904175,2.700000047683716,2.5,2.630000114440918,2.630000114440918,38000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.692500054836273,0.0849999189376831,2.630000114440918
2024-08-07,NEON,Technology,Electronic Components,102.879M,2.680000066757202,2.8499999046325684,2.5299999713897705,2.549999952316284,2.549999952316284,27200,0.0,0.0,0.0,0.0,0.0,0.0,-0.030418311271305787,2.6640000343322754,0.0973652684903657,2.549999952316284
2024-08-08,NEON,Technology,Electronic Components,102.879M,2.559999942779541,2.990000009536743,2.559999942779541,2.5899999141693115,2.5899999141693115,45700,0.0,0.0,0.0,0.0,0.0,0.0,0.01568625984353189,2.6516666809717813,0.09217736184795942,2.5899999141693115
2024-08-09,NEON,Technology,Electronic Components,102.879M,2.630000114440918,2.700000047683716,2.609999895095825,2.680000066757202,2.680000066757202,31400,0.0,0.0,0.0,0.0,0.0,0.0,0.03474909481483768,2.655714307512556,0.08482474871955968,2.680000066757202
2024-08-12,NEON,Technology,Electronic Components,102.879M,2.700000047683716,2.8299999237060547,2.700000047683716,2.7300000190734863,2.7300000190734863,39900,0.0,0.0,0.0,0.0,0.0,0.0,0.018656698160751883,2.6442857469831194,0.06320792895142487,-0.07999992370605469
2024-08-13,NEON,Technology,Electronic Components,102.879M,2.7100000381469727,2.7100000381469727,2.5799999237060547,2.5799999237060547,2.5799999237060547,17100,0.0,0.0,0.0,0.0,0.0,0.0,-0.054945089494299326,2.6271428721291676,0.06183700396744118,-0.12000012397766113
2024-08-14,NEON,Technology,Electronic Components,102.879M,2.609999895095825,2.609999895095825,2.5,2.549999952316284,2.549999952316284,25200,0.0,0.0,0.0,0.0,0.0,0.0,-0.011627896231359958,2.6157142775399342,0.06827818976028577,-0.08000016212463379
