Ticker Name,Date,Normalized VWS,Normalized Volatility,Normalized EWMA Volatility,Event Flag,Close,Volatility (7 Days)
HPQ,2024-08-01,0.8424138255792051,1.0,0.8166934836256472,0.0,34.87997817993164,34.87997817993164
HPQ,2024-08-02,0.8424138255792051,0.021090473326898,1.0,0.0,33.44194030761719,1.0168463311166245
HPQ,2024-08-05,0.8424138255792051,0.0266123353282656,0.6739244883555284,0.0,32.47993850708008,1.2078624933954432
HPQ,2024-08-06,0.8424138255792051,0.0246999159907857,0.5020548311597741,0.0,32.45018768310547,1.1417067288321958
HPQ,2024-08-07,0.8424138255792051,0.0266550471058601,0.3700504492168235,0.0,31.755958557128903,1.2093400094648763
HPQ,2024-08-08,0.8424138255792051,0.0231075168884404,0.8370927717247716,0.0,32.747711181640625,1.0866213309589974
HPQ,2024-08-09,0.8424138255792051,0.0205625376921378,0.7300212726653459,0.0,33.263423919677734,0.9985836076264034
HPQ,2024-08-12,0.8424138255792051,0.0101159350385921,0.5676569410063934,0.0,33.501441955566406,0.6372073278066924
HPQ,2024-08-13,0.8424138255792051,0.0171725962558975,0.6127251868678589,0.0,34.47336196899414,0.8813163518818389
HPQ,2024-08-14,0.8424138255792051,0.0209753082819791,0.4935192248143696,0.0,34.463443756103516,1.0128624602948555
HPQ,2024-08-15,0.8424138255792051,0.0257034808492125,0.4260924435078096,0.0,35.19734573364258,1.176422755383946
HPQ,2024-08-16,0.8424138255792051,0.0220360465726451,0.3043637907357814,0.0,35.6138801574707,1.0495562707187722
HPQ,2024-08-19,0.8424138255792051,0.0159537110899004,0.836791649638573,0.0,34.31468200683594,0.8391518127083349
HPQ,2024-08-20,0.8424138255792051,0.0111299854674804,0.6717485951467159,0.0,34.522953033447266,0.672286078640282
HPQ,2024-08-21,0.8424138255792051,0.0055817271173683,0.5593402187168426,0.0,34.979156494140625,0.4803567951653695
HPQ,2024-08-22,0.8424138255792051,0.0049778019264664,0.4467480215826498,0.0,34.79072570800781,0.4594653871147848
HPQ,2024-08-23,0.8158433791674514,0.0050713090899048,0.3970357058384683,0.0,35.36594009399414,0.4627000531569918
HPQ,2024-08-26,0.0,0.0052861178654985,0.3019536338253468,0.0,35.27668380737305,0.4701308705022226
HPQ,2024-08-27,0.8424138255792051,0.0036014684760635,0.1996251302494093,0.0,35.306434631347656,0.4118542853438938
HPQ,2024-08-28,0.8424138255792051,0.0025244390292764,0.3786663191473709,0.0,34.47336196899414,0.3745969197060713
HPQ,2024-08-29,1.0,0.0011038805756106,0.4564127617961839,0.0,35.1675910949707,0.3254559552913931
HPQ,2024-08-30,0.7916719923041735,0.0046411177956682,0.4381817964719018,0.0,35.88165283203125,0.4478185711405149
HPQ,2024-09-03,0.8424138255792051,0.003773015221288,0.5687571940264979,0.0,35.08824920654297,0.4177885518858853
HPQ,2024-09-04,0.8424138255792051,0.0037623112616533,0.4282728561138941,0.0,35.038665771484375,0.4174182729310506
HPQ,2024-09-05,0.8424138255792051,0.0082433442048468,0.5138053357547558,0.0,34.1163330078125,0.5724293390608802
HPQ,2024-09-06,0.8424138255792051,0.0140619310380967,0.4109081500586303,0.0,33.541114807128906,0.7737100169369681
HPQ,2024-09-09,0.8424138255792051,0.0158902644710734,0.4284280038468691,0.0,33.89814758300781,0.8369570223215234
HPQ,2024-09-10,0.8424138255792051,0.0196259326659019,0.3961697007348636,0.0,33.194000244140625,0.9661839030270613
HPQ,2024-09-11,0.8424138255792051,0.013885910118869,0.3470576568811993,0.0,33.369998931884766,0.7676209765981566
HPQ,2024-09-12,0.8424138255792051,0.0112181398496788,0.2395185043520039,0.0,33.099998474121094,0.675335577481694
HPQ,2024-09-13,0.8424138255792051,0.0025299341435409,0.2099673387894317,0.0,33.31999969482422,0.3747870105916872
HPQ,2024-09-16,0.8424138255792051,0.0001765141973507,0.2270026463086359,0.0,33.7599983215332,0.2933758405478979
HPQ,2024-09-17,0.8424138255792051,0.0053935875228031,0.2746034642820451,0.0,34.43000030517578,0.4738485370238894
HPQ,2024-09-18,0.8424138255792051,0.0087539212270416,0.1771418385390465,0.0,34.529998779296875,0.5900915811276413
HPQ,2024-09-19,0.8424138255792051,0.0114468958969946,0.094062323273977,0.0,34.81999969482422,0.683248868731186
HPQ,2024-09-20,0.8424138255792051,0.0120400856385698,0.0493557067304344,0.0,34.7599983215332,0.703768908513202
HPQ,2024-09-23,0.8758463559185211,0.0099907624487703,0.0,0.0,35.11000061035156,0.6328772689018655
HPQ,2024-09-24,0.8424138255792051,0.0101816192581465,0.0708482193879896,0.0,35.84000015258789,0.6394795228630796
HPQ,2024-09-25,0.8424138255792051,0.0100331242750586,0.0039988878972738,0.0,36.04999923706055,0.6343426792077922
HPQ,2024-09-26,0.8424138255792051,0.0161734397841275,0.0503581614440146,0.0,36.849998474121094,0.8467528233644148
HPQ,2024-09-27,0.8424138255792051,0.0134383765291658,0.815004489247686,0.0,35.40999984741211,0.752139577610861
