Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume
2024-08-01,BTDR,,Software Application,1.854B,9.09000015258789,9.144000053405762,8.095000267028809,8.3100004196167,8.3100004196167,2523400
2024-08-02,BTDR,,Software Application,1.854B,8.0,8.149999618530273,7.105000019073486,7.355000019073486,7.355000019073486,3249000
2024-08-05,BTDR,,Software Application,1.854B,6.699999809265137,7.440000057220459,6.400000095367432,7.309999942779541,7.309999942779541,3273400
2024-08-06,BTDR,,Software Application,1.854B,7.5,8.930000305175781,7.269999980926514,8.380000114440918,8.380000114440918,3528000
2024-08-07,BTDR,,Software Application,1.854B,8.460000038146973,8.630000114440918,7.46999979019165,7.659999847412109,7.659999847412109,2808800
2024-08-08,BTDR,,Software Application,1.854B,7.860000133514404,8.5,7.659999847412109,8.4399995803833,8.4399995803833,1397400
2024-08-09,BTDR,,Software Application,1.854B,8.260000228881836,8.54800033569336,7.809999942779541,7.889999866485596,7.889999866485596,1467400
2024-08-12,BTDR,,Software Application,1.854B,7.670000076293945,7.840000152587891,7.300000190734863,7.610000133514404,7.610000133514404,1080600
2024-08-13,BTDR,,Software Application,1.854B,7.869999885559082,8.319999694824219,7.659999847412109,7.889999866485596,7.889999866485596,1077900
2024-08-14,BTDR,,Software Application,1.854B,8.220000267028809,8.300000190734863,7.71999979019165,7.730000019073486,7.730000019073486,587000
2024-08-15,BTDR,,Software Application,1.854B,6.639999866485596,7.110000133514404,6.21999979019165,6.329999923706055,6.329999923706055,15364000
2024-08-16,BTDR,,Software Application,1.854B,6.300000190734863,6.579999923706055,6.079999923706055,6.460000038146973,6.460000038146973,6344800
2024-08-19,BTDR,,Software Application,1.854B,6.539999961853027,7.079999923706055,6.5,6.889999866485596,6.889999866485596,4432800
2024-08-20,BTDR,,Software Application,1.854B,7.0,7.119999885559082,6.579999923706055,6.730000019073486,6.730000019073486,2442900
2024-08-21,BTDR,,Software Application,1.854B,6.849999904632568,7.159999847412109,6.78000020980835,6.909999847412109,6.909999847412109,3265500
2024-08-22,BTDR,,Software Application,1.854B,6.960000038146973,7.46999979019165,6.820000171661377,6.989999771118164,6.989999771118164,3996300
2024-08-23,BTDR,,Software Application,1.854B,7.039999961853027,7.619999885559082,6.920000076293945,7.539999961853027,7.539999961853027,3269600
2024-08-26,BTDR,,Software Application,1.854B,7.489999771118164,7.699999809265137,7.230000019073486,7.230000019073486,7.230000019073486,2538200
2024-08-27,BTDR,,Software Application,1.854B,7.065000057220459,7.244999885559082,6.989999771118164,7.03000020980835,7.03000020980835,1675800
2024-08-28,BTDR,,Software Application,1.854B,6.989999771118164,7.059999942779541,6.559999942779541,6.590000152587891,6.590000152587891,2732800
2024-08-29,BTDR,,Software Application,1.854B,6.760000228881836,7.065000057220459,6.554999828338623,6.610000133514404,6.610000133514404,1728400
2024-08-30,BTDR,,Software Application,1.854B,6.619999885559082,6.739999771118164,6.349999904632568,6.539999961853027,6.539999961853027,3416300
2024-09-03,BTDR,,Software Application,1.854B,6.400000095367432,6.428999900817871,5.980000019073486,6.0,6.0,2660000
2024-09-04,BTDR,,Software Application,1.854B,5.860000133514404,6.070000171661377,5.769999980926514,5.860000133514404,5.860000133514404,1455700
2024-09-05,BTDR,,Software Application,1.854B,6.050000190734863,6.199999809265137,5.829999923706055,6.025000095367432,6.025000095367432,3023600
2024-09-06,BTDR,,Software Application,1.854B,6.079999923706055,6.150000095367432,5.400000095367432,5.449999809265137,5.449999809265137,3836200
2024-09-09,BTDR,,Software Application,1.854B,5.639999866485596,5.769999980926514,5.53000020980835,5.71999979019165,5.71999979019165,1496300
2024-09-10,BTDR,,Software Application,1.854B,5.769999980926514,6.28000020980835,5.619999885559082,6.269999980926514,6.269999980926514,3082500
2024-09-11,BTDR,,Software Application,1.854B,6.170000076293945,6.394999980926514,5.949999809265137,6.289999961853027,6.289999961853027,1791100
2024-09-12,BTDR,,Software Application,1.854B,6.260000228881836,6.869999885559082,6.23199987411499,6.659999847412109,6.659999847412109,2332800
2024-09-13,BTDR,,Software Application,1.854B,6.739999771118164,7.014999866485596,6.610000133514404,6.889999866485596,6.889999866485596,1640400
2024-09-16,BTDR,,Software Application,1.854B,6.800000190734863,6.989999771118164,6.340000152587891,6.909999847412109,6.909999847412109,1033300
2024-09-17,BTDR,,Software Application,1.854B,7.090000152587891,7.300000190734863,6.929999828338623,7.119999885559082,7.119999885559082,1620900
2024-09-18,BTDR,,Software Application,1.854B,7.059999942779541,7.510000228881836,7.050000190734863,7.119999885559082,7.119999885559082,2212300
2024-09-19,BTDR,,Software Application,1.854B,7.539999961853027,7.559999942779541,6.789999961853027,6.800000190734863,6.800000190734863,2115100
2024-09-20,BTDR,,Software Application,1.854B,6.800000190734863,7.21999979019165,6.715000152587891,7.130000114440918,7.130000114440918,1769900
2024-09-23,BTDR,,Software Application,1.854B,7.260000228881836,7.400000095367432,6.880000114440918,7.110000133514404,7.110000133514404,1111700
2024-09-24,BTDR,,Software Application,1.854B,7.119999885559082,7.320000171661377,7.070000171661377,7.309999942779541,7.309999942779541,1261100
2024-09-25,BTDR,,Software Application,1.854B,7.210000038146973,7.869999885559082,7.199999809265137,7.539999961853027,7.539999961853027,1599300
2024-09-26,BTDR,,Software Application,1.854B,7.880000114440918,8.180000305175781,7.679999828338623,8.0,8.0,4119600
2024-09-27,BTDR,,Software Application,1.854B,8.140000343322754,8.550000190734863,7.860000133514404,8.4399995803833,8.4399995803833,2619300
2024-09-30,BTDR,,Software Application,1.854B,7.650000095367432,8.020000457763672,7.349999904632568,7.829999923706055,7.829999923706055,4017000
2024-10-01,BTDR,,Software Application,1.854B,7.690000057220459,7.709000110626221,6.800000190734863,6.940000057220459,6.940000057220459,3663900
2024-10-02,BTDR,,Software Application,1.854B,6.980000019073486,7.175000190734863,6.800000190734863,6.929999828338623,6.929999828338623,1500600
2024-10-03,BTDR,,Software Application,1.854B,6.880000114440918,7.090000152587891,6.730000019073486,6.945000171661377,6.945000171661377,1428200
2024-10-04,BTDR,,Software Application,1.854B,7.130000114440918,7.460000038146973,7.03000020980835,7.300000190734863,7.300000190734863,1129400
2024-10-07,BTDR,,Software Application,1.854B,7.25,7.614999771118164,6.909999847412109,7.059999942779541,7.059999942779541,1297200
2024-10-08,BTDR,,Software Application,1.854B,7.039999961853027,7.329999923706055,6.809999942779541,7.070000171661377,7.070000171661377,917900
2024-10-09,BTDR,,Software Application,1.854B,7.050000190734863,7.139999866485596,6.679999828338623,6.769999980926514,6.769999980926514,1768500
2024-10-10,BTDR,,Software Application,1.854B,6.800000190734863,6.949999809265137,6.610000133514404,6.869999885559082,6.869999885559082,1237800
2024-10-11,BTDR,,Software Application,1.854B,6.760000228881836,7.579999923706055,6.71999979019165,7.570000171661377,7.570000171661377,1708000
2024-10-14,BTDR,,Software Application,1.854B,7.730000019073486,8.170000076293945,7.599999904632568,8.130000114440918,8.130000114440918,2421900
2024-10-15,BTDR,,Software Application,1.854B,8.130000114440918,8.3100004196167,7.539999961853027,7.769999980926514,7.769999980926514,2446100
2024-10-16,BTDR,,Software Application,1.854B,7.949999809265137,8.369999885559082,7.670000076293945,8.350000381469727,8.350000381469727,2174900
