Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days),EWMA Volatility,Volatility Class,Interest_Rate,Inflation,GDP,Unemployment,Industrial Production,Stock Market Performance,VIX OPEN,VIX HIGH,VIX LOW,VIX CLOSE,Event_Flag
2024-08-01,INSG,,Communication Equipment,145.917M,9.619999885559082,9.670000076293944,8.90999984741211,9.270000457763672,9.270000457763672,108300,-1.0,0.8511648575464884,6.0,-0.1666666666666666,-108300.0,1.0,0.0,9.270000457763672,9.270000457763672,9.270000457763672,0.1006345173181247,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.2,19.48,15.95,18.59,0
2024-08-02,INSG,,Communication Equipment,145.917M,8.819999694824219,9.260000228881836,8.520000457763672,9.029999732971191,9.029999732971191,135900,2.0,0.9440003633499146,7.0,0.2857142857142857,271800.0,1.0,-0.0258900445459502,9.150000095367432,0.1697061399904493,9.029999732971191,0.0183070260636631,Low,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.52,29.66,20.01,23.39,0
2024-08-05,INSG,,Communication Equipment,145.917M,8.270000457763672,8.850000381469727,8.050000190734863,8.529999732971191,8.529999732971191,128100,0.0,0.9241990248362224,3.0,0.0,0.0,0.0,-0.0553709872409355,8.943333307902018,0.3775361838275265,8.529999732971191,0.0304304151547401,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.39,65.73,23.39,38.57,0
2024-08-06,INSG,,Communication Equipment,145.917M,8.59000015258789,8.609999656677246,8.15999984741211,8.210000038146973,8.210000038146973,86600,-1.0,0.809154324233532,4.0,-0.25,-86600.0,-0.318616629874908,-0.0375146195594024,8.759999990463257,0.4790269316003445,8.210000038146973,0.0259187753357119,Low,5.33,314.121,23386.248,4.2,103.0449,5478.214577,33.71,34.77,24.02,27.71,0
2024-08-07,INSG,,Communication Equipment,145.917M,8.380000114440918,8.800000190734863,7.849999904632568,7.96999979019165,7.96999979019165,216600,8.0,0.9736869010058316,33.0,0.2424242424242424,1732800.0,1.0,-0.0292326731839445,8.601999950408935,0.5449038118646871,7.96999979019165,0.0216450135706867,Low,5.33,314.121,23386.248,4.2,103.0449,5478.214577,24.77,29.76,21.97,27.85,0
2024-08-08,INSG,,Communication Equipment,145.917M,8.850000381469727,10.84000015258789,8.850000381469727,9.850000381469728,9.850000381469728,390000,9.0,0.9818236827850342,15.0,0.6,3510000.0,1.0,0.2358846475242968,8.810000022252401,0.7050675929788962,9.850000381469728,0.126865289535559,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,28.34,29.47,23.36,23.79,0
2024-08-09,INSG,,Communication Equipment,145.917M,10.039999961853027,10.270000457763672,9.550000190734863,10.210000038146973,10.210000038146973,131100,-1.0,0.8316527144475416,11.0,-0.0909090909090909,-131100.0,-0.0373504273504273,0.0365481870797175,9.010000024523054,0.8332268190087105,10.210000038146973,0.1084767266163713,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.78,24.52,20.26,20.37,0
2024-08-12,INSG,,Communication Equipment,145.917M,10.25,10.81999969482422,10.010000228881836,10.18000030517578,10.18000030517578,191200,-2.0,0.9856095711390176,6.0,-0.3333333333333333,-382400.0,-0.1089458689458689,-0.0029382696238107,9.140000002724785,0.9441576547914058,0.9099998474121076,0.0953926959204161,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.79,21.19,18.89,20.71,0
2024-08-13,INSG,,Communication Equipment,145.917M,10.210000038146973,11.5,10.210000038146973,11.449999809265137,11.449999809265137,330400,3.0,0.9645109091486248,7.0,0.4285714285714285,991200.0,0.2823931623931623,0.1247543679781282,9.485714299338204,1.2803627406128226,2.4200000762939453,0.0938374920465967,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.06,20.79,17.95,18.12,0
2024-08-14,INSG,,Communication Equipment,145.917M,11.449999809265137,12.119999885559082,11.100000381469728,11.149999618530272,11.149999618530272,268600,-1.0,0.9566917816797892,9.0,-0.1111111111111111,-268600.0,-0.0765242165242165,-0.0262008904569683,9.859999997275215,1.3361511448215888,2.6199998855590803,0.0891494752360075,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,18.41,18.49,16.12,16.19,0
