Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days),EWMA Volatility,Volatility Class,Interest_Rate,Inflation,GDP,Unemployment,Industrial Production,Stock Market Performance,VIX OPEN,VIX HIGH,VIX LOW,VIX CLOSE,Event_Flag
2024-08-01,CRSR,Technology,Computer Hardware,701.49M,8.1899995803833,8.239999771118164,7.679999828338623,7.889999866485596,7.889999866485596,717200,3.0,0.9156849478420458,19.0,0.1578947368421052,2151600.0,1.0,0.0,7.889999866485596,7.889999866485596,7.889999866485596,0.0861367075198154,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.2,19.48,15.95,18.59,0
2024-08-02,CRSR,Technology,Computer Hardware,701.49M,7.210000038146973,7.235000133514404,6.380000114440918,6.409999847412109,6.409999847412109,1330400,-8.0,0.9353155940771104,48.0,-0.1666666666666666,-10643200.0,-4.946644357687302,-0.1875792197868205,7.1499998569488525,1.046518049643082,6.409999847412109,0.1326385383209426,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.52,29.66,20.01,23.39,0
2024-08-05,CRSR,Technology,Computer Hardware,701.49M,5.989999771118164,6.179999828338623,5.619999885559082,6.025000095367432,6.025000095367432,1687300,3.0,0.9367842674255372,33.0,0.0909090909090909,5061900.0,1.0,-0.0600623652432866,6.774999936421712,0.9846191321015778,6.025000095367432,0.092196064846241,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.39,65.73,23.39,38.57,0
2024-08-06,CRSR,Technology,Computer Hardware,701.49M,6.019999980926514,6.369999885559082,5.824999809265137,6.369999885559082,6.369999885559082,1201700,5.0,0.9346740400349652,27.0,0.1851851851851851,6008500.0,1.0,0.0572613750590507,6.673749923706055,0.829049345435276,6.369999885559082,0.0915085575417098,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,33.71,34.77,24.02,27.71,0
2024-08-07,CRSR,Technology,Computer Hardware,701.49M,6.559999942779541,6.559999942779541,6.014999866485596,6.039999961853027,6.039999961853027,826200,9.0,0.9668123102188112,50.0,0.18,7435800.0,1.0,-0.0518053264732658,6.546999931335449,0.7718937204724089,6.039999961853027,0.077033189774794,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,24.77,29.76,21.97,27.85,0
2024-08-08,CRSR,Technology,Computer Hardware,701.49M,6.110000133514404,6.46999979019165,6.081999778747559,6.449999809265137,6.449999809265137,683500,4.0,0.9865952409230746,26.0,0.1538461538461538,2734000.0,0.3676806799537373,0.0678807698678072,6.5308332443237305,0.6915374922427555,6.449999809265137,0.0805299920109177,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,28.34,29.47,23.36,23.79,0
2024-08-09,CRSR,Technology,Computer Hardware,701.49M,6.46999979019165,6.46999979019165,6.110000133514404,6.159999847412109,6.159999847412109,774900,2.0,0.954599176134382,14.0,0.1428571428571428,1549800.0,0.2084241103848947,-0.0449612357253802,6.477857044764927,0.6466571193600398,6.159999847412109,0.0713119032384647,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.78,24.52,20.26,20.37,0
2024-08-12,CRSR,Technology,Computer Hardware,701.49M,6.179999828338623,6.239999771118164,5.980000019073486,6.090000152587891,6.090000152587891,681000,2.0,0.9530770267759052,14.0,0.1428571428571428,1362000.0,0.1831679173727104,-0.0113635871035981,6.220714228493827,0.1836759847609075,-1.799999713897705,0.0613538445889103,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.79,21.19,18.89,20.71,0
2024-08-13,CRSR,Technology,Computer Hardware,701.49M,6.179999828338623,6.71999979019165,6.119999885559082,6.690000057220459,6.690000057220459,970600,9.0,0.956752522633626,26.0,0.3461538461538461,8735400.0,1.0,0.0985221493594878,6.260714258466448,0.2502070246139602,0.2800002098083496,0.0750137094028594,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.06,20.79,17.95,18.12,0
2024-08-14,CRSR,Technology,Computer Hardware,701.49M,6.679999828338623,6.690000057220459,6.139999866485596,6.199999809265137,6.199999809265137,646100,1.0,0.9499922841787338,8.0,0.125,646100.0,0.0739634132380887,-0.0732436836717914,6.285714217594692,0.2307131779788047,0.174999713897705,0.076581780470339,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,18.41,18.49,16.12,16.19,0
2024-08-15,CRSR,Technology,Computer Hardware,701.49M,6.360000133514404,6.599999904632568,6.309999942779541,6.550000190734863,6.550000190734863,609100,2.0,0.99318561454614,12.0,0.1666666666666666,1218200.0,0.1394555486869519,0.0564516761672628,6.311428546905518,0.2508272438716811,0.1800003051757812,0.0728025863070659,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.27,16.68,14.77,15.23,0
2024-08-16,CRSR,Technology,Computer Hardware,701.49M,6.489999771118164,6.599999904632568,6.449999809265137,6.550000190734863,6.550000190734863,543800,0.0,0.9681356474757196,8.0,0.0,0.0,0.0,0.0,6.384285722460065,0.2322253265892556,0.5100002288818359,0.0631187182798496,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,15.29,15.76,14.65,14.8,0
2024-08-19,CRSR,Technology,Computer Hardware,701.49M,6.53000020980835,6.579999923706055,6.420000076293945,6.550000190734863,6.550000190734863,670200,4.0,0.9097025440289424,13.0,0.3076923076923077,2680800.0,0.3068892094237241,0.0,6.398571491241455,0.2398909388729824,0.1000003814697265,0.0547147373424002,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,15.94,16.07,14.46,14.65,0
2024-08-20,CRSR,Technology,Computer Hardware,701.49M,6.510000228881836,6.53000020980835,6.28000020980835,6.380000114440918,6.380000114440918,476200,0.0,0.7812860608100891,4.0,0.0,0.0,0.0,-0.0259542093654309,6.430000100816999,0.2167179963370346,0.2200002670288086,0.0494767331796849,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,14.89,15.93,14.78,15.88,0
