Date,Ticker Name,Sector,Industry,Market Cap,Open,High,Low,Close,Adj Close,Volume,Sentiment Score,Confidence,Total Text Count,Normalized Score,Volume-Weighted Sentiment,Normalized VWS (7 Days),Daily Return,Rolling Avg (7 Days),Volatility (7 Days),Momentum (7 Days),EWMA Volatility,Volatility Class,Interest_Rate,Inflation,GDP,Unemployment,Industrial Production,Stock Market Performance,VIX OPEN,VIX HIGH,VIX LOW,VIX CLOSE
2024-08-01,KEYS,,Scientific & Technical Instruments,25.922B,138.75,138.75,131.00999450683594,132.52999877929688,132.52999877929688,1090000,0.0,0.9964168866475424,3.0,0.0,0.0,0.0,0.0,132.52999877929688,132.52999877929688,132.52999877929688,0.0245137891386274,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.2,19.48,15.95,18.59
2024-08-02,KEYS,,Scientific & Technical Instruments,25.922B,129.52999877929688,130.9199981689453,125.61000061035156,126.6999969482422,126.6999969482422,1821900,6.0,0.9016579747200012,15.0,0.4,10931400.0,1.0,-0.0439900542122799,129.61499786376953,4.1224338290687434,126.6999969482422,0.031105665638267,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.52,29.66,20.01,23.39
2024-08-05,KEYS,,Scientific & Technical Instruments,25.922B,122.8000030517578,123.83999633789062,120.95500183105467,122.80999755859376,122.80999755859376,1837300,-3.0,0.8723912482358971,49.0,-0.0612244897959183,-5511900.0,-0.5042263570997311,-0.0307024426467629,127.34666442871094,4.8921610823172275,122.80999755859376,0.0242627476286555,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.39,65.73,23.39,38.57
2024-08-06,KEYS,,Scientific & Technical Instruments,25.922B,123.5199966430664,125.08000183105467,122.30999755859376,123.22000122070312,123.22000122070312,2807700,0.0,0.0,0.0,0.0,0.0,0.0,0.003338520236626,126.31499862670898,4.495868178484275,123.22000122070312,0.0215846611031455,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,33.71,34.77,24.02,27.71
2024-08-07,KEYS,,Scientific & Technical Instruments,25.922B,124.4000015258789,126.08000183105467,119.72000122070312,119.86000061035156,119.86000061035156,2108100,0.0,0.0,0.0,0.0,0.0,0.0,-0.0272683052837612,125.0239990234375,4.8469601697317755,119.86000061035156,0.0195619549766681,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,24.77,29.76,21.97,27.85
2024-08-08,KEYS,,Scientific & Technical Instruments,25.922B,121.1999969482422,123.93000030517578,120.23999786376952,123.12000274658205,123.12000274658205,2165900,0.0,0.0,0.0,0.0,0.0,0.0,0.027198415815367,124.70666631062824,4.404386292468709,123.12000274658205,0.0262556807912139,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,28.34,29.47,23.36,23.79
2024-08-09,KEYS,,Scientific & Technical Instruments,25.922B,122.81999969482422,123.61000061035156,121.4499969482422,122.87000274658205,122.87000274658205,2048300,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020305392659434,124.4442858014788,4.080125026533205,122.87000274658205,0.0224791710563736,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,23.78,24.52,20.26,20.37
2024-08-12,KEYS,,Scientific & Technical Instruments,25.922B,123.05999755859376,124.37999725341795,122.44000244140624,123.75,123.75,1267000,0.0,0.0,0.0,0.0,0.0,0.0,0.0071620186680791,123.19000026157924,1.9989653281188209,-8.779998779296875,0.020025813365852,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.79,21.19,18.89,20.71
2024-08-13,KEYS,,Scientific & Technical Instruments,25.922B,124.58000183105467,128.00999450683594,124.0999984741211,127.86000061035156,127.86000061035156,1281600,0.0,0.0,0.0,0.0,0.0,0.0,0.033212126144255,123.355715070452,2.3548450419690607,1.1600036621093608,0.0236517304194524,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,20.06,20.79,17.95,18.12
2024-08-14,KEYS,,Scientific & Technical Instruments,25.922B,128.24000549316406,128.47999572753906,126.77999877929688,127.2699966430664,127.2699966430664,962500,2.0,0.9502516428963476,119.0,0.0168067226890756,1925000.0,1.0,-0.0046144530304138,123.99285779680524,2.7523901031910336,4.459999084472642,0.021204915988368,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,18.41,18.49,16.12,16.19
2024-08-15,KEYS,,Scientific & Technical Instruments,25.922B,129.75999450683594,132.75,129.13499450683594,132.6699981689453,132.6699981689453,1077600,0.0,0.9121333387765016,22.0,0.0,0.0,0.0,0.0424294937401736,125.34285736083984,4.230679095827037,9.449996948242188,0.0255613803194027,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.27,16.68,14.77,15.23
2024-08-16,KEYS,,Scientific & Technical Instruments,25.922B,132.3800048828125,135.57000732421875,132.3800048828125,135.3000030517578,135.3000030517578,1901300,10.0,0.9657899995644889,60.0,0.1666666666666666,19013000.0,1.0,0.0198236595998395,127.54857199532644,4.872006200281356,15.44000244140625,0.0222930961914705,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,15.29,15.76,14.65,14.8
2024-08-19,KEYS,,Scientific & Technical Instruments,25.922B,135.27999877929688,138.75999450683594,135.25999450683594,138.5,138.5,1379400,0.0,0.0,0.0,0.0,0.0,0.0,0.0236511225134123,129.74571446010046,5.901245224110348,15.379997253417956,0.019681326439034,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,15.94,16.07,14.46,14.65
2024-08-20,KEYS,,Scientific & Technical Instruments,25.922B,138.32000732421875,140.07000732421875,138.0800018310547,138.57000732421875,138.57000732421875,2373100,6.0,0.9459993998209636,45.0,0.1333333333333333,14238600.0,0.7488876032188503,0.0005054680449008,131.98857225690568,5.83563801821754,15.700004577636705,0.0187968937854408,Medium,5.33,314.121,23386.248,4.2,103.0449,5478.214577,14.89,15.93,14.78,15.88
2024-08-21,KEYS,,Scientific & Technical Instruments,25.922B,156.5500030517578,157.97999572753906,152.22999572753906,157.80999755859375,157.80999755859375,4384100,4.0,0.9149216094187328,28.0,0.1428571428571428,17536400.0,0.9223373481302268,0.1388467144218177,136.85428619384766,10.307551871025897,34.05999755859375,0.0609768361213275,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.25,17.17,15.92,16.27
2024-08-22,KEYS,,Scientific & Technical Instruments,25.922B,157.8300018310547,159.23300170898438,153.92999267578125,154.63999938964844,154.63999938964844,1585300,4.0,0.9268409753075012,104.0,0.0384615384615384,6341200.0,0.3335191710934623,-0.0200874356377093,140.68000030517578,11.331780934888588,26.779998779296875,0.0608652793612902,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.27,18.06,15.76,17.55
2024-08-23,KEYS,,Scientific & Technical Instruments,25.922B,155.9600067138672,156.7100067138672,154.22999572753906,155.00999450683594,155.00999450683594,1013900,0.0,0.0,0.0,0.0,0.0,0.0,0.0023926223399368,144.64285714285714,10.69303862588451,27.73999786376953,0.0540995603663189,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,17.12,17.21,15.61,15.86
2024-08-26,KEYS,,Scientific & Technical Instruments,25.922B,155.13999938964844,155.8800048828125,153.6649932861328,154.1199951171875,154.1199951171875,944700,0.0,0.9390548528137064,133.0,0.0,0.0,0.0,-0.0057415613262872,147.70714242117745,9.719262083055725,21.449996948242188,0.0486061020342735,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.27,16.67,15.81,16.15
2024-08-27,KEYS,,Scientific & Technical Instruments,25.922B,153.10000610351562,155.60000610351562,152.25999450683594,154.10000610351562,154.10000610351562,796700,3.0,0.9471920231978098,6.0,0.5,2390100.0,0.1362936520608562,-0.0001296977310223,150.39285714285714,8.197809528564882,18.800003051757812,0.0426855288293055,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,16.21,16.81,15.37,15.43
2024-08-28,KEYS,,Scientific & Technical Instruments,25.922B,154.10000610351562,154.63999938964844,151.72999572753906,152.58999633789062,152.58999633789062,752400,0.0,0.0,0.0,0.0,0.0,0.0,-0.0097988949112088,152.4057137625558,6.301464295720827,14.089996337890623,0.0382525329213545,High,5.33,314.121,23386.248,4.2,103.0449,5478.214577,15.51,17.89,15.46,17.11
